X,Y,FID,id,modified,language,bibliographicCitation,institutionCode,collectionCode,datasetName,basisOfRecord,dynamicProperties,catalogNumber,occurrenceRemarks,individualCount,sex,lifeStage,occurrenceStatus,associatedTaxa,eventID,samplingProtocol,eventDate,startDayOfYear,year,month,day,fieldNumber,waterBody,country,stateProvince,county,locality,minimumDepthInMeters,maximumDepthInMeters,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,footprintWKT,identifiedBy,typeStatus,scientificNameID,scientificName,kingdom,phylum,class,order_,family,genus,subgenus,specificEpithet,infraspecificEpithet,scientificNameAuthorship
169.45,-19.35,754,955,2015/04/30 12:00:00,en,"Cairns, S.D. 1999. Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands. In: A. Crosnier (ed.)Résultats des Campagnes MUSORSTOM, Vol 20. Mémoires du Muséum national d'Histoire naturelle, 180: 31-167. Paris ISBN 2-85653-520-8",MNHN,"Deep-water Scleractinia from Vanuatu, and Wallis and Futuna Islands","Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands",HumanObservation,,MUSORSTOM 8 'Alis' Stn 973 Truncatoflabellum pusillum,,,,,Present,,,,1994-09-22,265,1994,9,22,MUSORSTOM 8 'Alis' Stn 973,Pacific Ocean,,,,Tanna,460,480,-19.35,169.45,WGS84,500,POINT (169.45 -19.35),,,urn:lsid:marinespecies.org:taxname:287064,Truncatoflabellum pusillum,Animalia,Cnidaria,Anthozoa,Scleractinia,Flabellidae,Truncatoflabellum,,pusillum,,"Cairns, 1989"
-176.26,-13.2,755,400,2015/04/30 12:00:00,en,"Cairns, S.D. 1999. Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands. In: A. Crosnier (ed.)Résultats des Campagnes MUSORSTOM, Vol 20. Mémoires du Muséum national d'Histoire naturelle, 180: 31-167. Paris ISBN 2-85653-520-8",MNHN,"Deep-water Scleractinia from Vanuatu, and Wallis and Futuna Islands","Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands",HumanObservation,,MUSORSTOM 7 'Alis' Stn 523 Caryophyllia (Caryophyllia) abrupta,,,,,Present,,,,1992-05-13,134,1992,5,13,MUSORSTOM 7 'Alis' Stn 523,Pacific Ocean,,,,Wallis,455,515,-13.2,-176.26,WGS84,500,POINT (-176.26 -13.2),,,urn:lsid:marinespecies.org:taxname:286723,Caryophyllia (Caryophyllia) abrupta,Animalia,Cnidaria,Anthozoa,Scleractinia,Caryophylliidae,Caryophyllia,Caryophyllia,abrupta,,"Cairns, 1999"
169.4667,-19.35,756,956,2015/04/30 12:00:00,en,"Cairns, S.D. 1999. Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands. In: A. Crosnier (ed.)Résultats des Campagnes MUSORSTOM, Vol 20. Mémoires du Muséum national d'Histoire naturelle, 180: 31-167. Paris ISBN 2-85653-520-8",MNHN,"Deep-water Scleractinia from Vanuatu, and Wallis and Futuna Islands","Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands",HumanObservation,,MUSORSTOM 8 'Alis' Stn 974 Caryophyllia (Caryophyllia) crosnieri,,,,,Present,,,,1994-09-22,265,1994,9,22,MUSORSTOM 8 'Alis' Stn 974,Pacific Ocean,,,,Tanna,492,520,-19.35,169.4667,WGS84,500,POINT (169.4667 -19.35),,,urn:lsid:marinespecies.org:taxname:286736,Caryophyllia (Caryophyllia) crosnieri,Animalia,Cnidaria,Anthozoa,Scleractinia,Caryophylliidae,Caryophyllia,Caryophyllia,crosnieri,,"Cairns & Zibrowius, 1997"
169.4667,-19.35,757,957,2015/04/30 12:00:00,en,"Cairns, S.D. 1999. Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands. In: A. Crosnier (ed.)Résultats des Campagnes MUSORSTOM, Vol 20. Mémoires du Muséum national d'Histoire naturelle, 180: 31-167. Paris ISBN 2-85653-520-8",MNHN,"Deep-water Scleractinia from Vanuatu, and Wallis and Futuna Islands","Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands",HumanObservation,,MUSORSTOM 8 'Alis' Stn 974 Javania lamprotichum,,,,,Present,,,,1994-09-22,265,1994,9,22,MUSORSTOM 8 'Alis' Stn 974,Pacific Ocean,,,,Tanna,492,520,-19.35,169.4667,WGS84,500,POINT (169.4667 -19.35),,,urn:lsid:marinespecies.org:taxname:287037,Javania lamprotichum,Animalia,Cnidaria,Anthozoa,Scleractinia,Flabellidae,Javania,,lamprotichum,,"(Moseley, 1880)"
169.4667,-19.35,758,958,2015/04/30 12:00:00,en,"Cairns, S.D. 1999. Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands. In: A. Crosnier (ed.)Résultats des Campagnes MUSORSTOM, Vol 20. Mémoires du Muséum national d'Histoire naturelle, 180: 31-167. Paris ISBN 2-85653-520-8",MNHN,"Deep-water Scleractinia from Vanuatu, and Wallis and Futuna Islands","Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands",HumanObservation,,MUSORSTOM 8 'Alis' Stn 974 Enallopsammia rostrata,,,,,Present,,,,1994-09-22,265,1994,9,22,MUSORSTOM 8 'Alis' Stn 974,Pacific Ocean,,,,Tanna,492,520,-19.35,169.4667,WGS84,500,POINT (169.4667 -19.35),,,urn:lsid:marinespecies.org:taxname:135190,Enallopsammia rostrata,Animalia,Cnidaria,Anthozoa,Scleractinia,Dendrophylliidae,Enallopsammia,,rostrata,,"(Pourtalès, 1878)"
169.4833,-19.3833,759,959,2015/04/30 12:00:00,en,"Cairns, S.D. 1999. Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands. In: A. Crosnier (ed.)Résultats des Campagnes MUSORSTOM, Vol 20. Mémoires du Muséum national d'Histoire naturelle, 180: 31-167. Paris ISBN 2-85653-520-8",MNHN,"Deep-water Scleractinia from Vanuatu, and Wallis and Futuna Islands","Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands",HumanObservation,,MUSORSTOM 8 'Alis' Stn 975 Fungiacyathus (Fungiacyathus) stephanus,,,,,Present,,,,1994-09-22,265,1994,9,22,MUSORSTOM 8 'Alis' Stn 975,Pacific Ocean,,,,Tanna,536,566,-19.3833,169.4833,WGS84,500,POINT (169.4833 -19.3833),,,urn:lsid:marinespecies.org:taxname:287087,Fungiacyathus (Fungiacyathus) stephanus,Animalia,Cnidaria,Anthozoa,Scleractinia,Fungiacyathidae,Fungiacyathus,Fungiacyathus,stephanus,,"(Alcock, 1893)"
169.4833,-19.3833,760,960,2015/04/30 12:00:00,en,"Cairns, S.D. 1999. Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands. In: A. Crosnier (ed.)Résultats des Campagnes MUSORSTOM, Vol 20. Mémoires du Muséum national d'Histoire naturelle, 180: 31-167. Paris ISBN 2-85653-520-8",MNHN,"Deep-water Scleractinia from Vanuatu, and Wallis and Futuna Islands","Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands",HumanObservation,,MUSORSTOM 8 'Alis' Stn 975 Caryophyllia (Caryophyllia) crosnieri,,,,,Present,,,,1994-09-22,265,1994,9,22,MUSORSTOM 8 'Alis' Stn 975,Pacific Ocean,,,,Tanna,536,566,-19.3833,169.4833,WGS84,500,POINT (169.4833 -19.3833),,,urn:lsid:marinespecies.org:taxname:286736,Caryophyllia (Caryophyllia) crosnieri,Animalia,Cnidaria,Anthozoa,Scleractinia,Caryophylliidae,Caryophyllia,Caryophyllia,crosnieri,,"Cairns & Zibrowius, 1997"
169.4833,-19.3833,761,961,2015/04/30 12:00:00,en,"Cairns, S.D. 1999. Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands. In: A. Crosnier (ed.)Résultats des Campagnes MUSORSTOM, Vol 20. Mémoires du Muséum national d'Histoire naturelle, 180: 31-167. Paris ISBN 2-85653-520-8",MNHN,"Deep-water Scleractinia from Vanuatu, and Wallis and Futuna Islands","Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands",HumanObservation,,MUSORSTOM 8 'Alis' Stn 975 Deltocyathus suluensis,,,,,Present,,,,1994-09-22,265,1994,9,22,MUSORSTOM 8 'Alis' Stn 975,Pacific Ocean,,,,Tanna,536,566,-19.3833,169.4833,WGS84,500,POINT (169.4833 -19.3833),,,urn:lsid:marinespecies.org:taxname:286807,Deltocyathus suluensis,Animalia,Cnidaria,Anthozoa,Scleractinia,Deltocyathidae,Deltocyathus,,suluensis,,"Alcock, 1902"
169.4833,-19.3833,762,962,2015/04/30 12:00:00,en,"Cairns, S.D. 1999. Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands. In: A. Crosnier (ed.)Résultats des Campagnes MUSORSTOM, Vol 20. Mémoires du Muséum national d'Histoire naturelle, 180: 31-167. Paris ISBN 2-85653-520-8",MNHN,"Deep-water Scleractinia from Vanuatu, and Wallis and Futuna Islands","Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands",HumanObservation,,MUSORSTOM 8 'Alis' Stn 975 Javania lamprotichum,,,,,Present,,,,1994-09-22,265,1994,9,22,MUSORSTOM 8 'Alis' Stn 975,Pacific Ocean,,,,Tanna,536,566,-19.3833,169.4833,WGS84,500,POINT (169.4833 -19.3833),,,urn:lsid:marinespecies.org:taxname:287037,Javania lamprotichum,Animalia,Cnidaria,Anthozoa,Scleractinia,Flabellidae,Javania,,lamprotichum,,"(Moseley, 1880)"
169.4833,-19.3833,763,963,2015/04/30 12:00:00,en,"Cairns, S.D. 1999. Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands. In: A. Crosnier (ed.)Résultats des Campagnes MUSORSTOM, Vol 20. Mémoires du Muséum national d'Histoire naturelle, 180: 31-167. Paris ISBN 2-85653-520-8",MNHN,"Deep-water Scleractinia from Vanuatu, and Wallis and Futuna Islands","Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands",HumanObservation,,MUSORSTOM 8 'Alis' Stn 975 Polymyces wellsi,,,,,Present,,,,1994-09-22,265,1994,9,22,MUSORSTOM 8 'Alis' Stn 975,Pacific Ocean,,,,Tanna,536,566,-19.3833,169.4833,WGS84,500,POINT (169.4833 -19.3833),,,urn:lsid:marinespecies.org:taxname:290839,Polymyces wellsi,Animalia,Cnidaria,Anthozoa,Scleractinia,Flabellidae,Polymyces,,wellsi,,"Cairns, 1991"
169.45,-19.4167,764,964,2015/04/30 12:00:00,en,"Cairns, S.D. 1999. Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands. In: A. Crosnier (ed.)Résultats des Campagnes MUSORSTOM, Vol 20. Mémoires du Muséum national d'Histoire naturelle, 180: 31-167. Paris ISBN 2-85653-520-8",MNHN,"Deep-water Scleractinia from Vanuatu, and Wallis and Futuna Islands","Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands",HumanObservation,,MUSORSTOM 8 'Alis' Stn 976 Madrepora porcellana,,,,,Present,,,,1994-09-22,265,1994,9,22,MUSORSTOM 8 'Alis' Stn 976,Pacific Ocean,,,,Tanna,160,182,-19.4167,169.45,WGS84,500,POINT (169.45 -19.4167),,,urn:lsid:marinespecies.org:taxname:287095,Madrepora porcellana,Animalia,Cnidaria,Anthozoa,Scleractinia,Oculinidae,Madrepora,,porcellana,,"(Moseley, 1881)"
169.45,-19.4167,765,965,2015/04/30 12:00:00,en,"Cairns, S.D. 1999. Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands. In: A. Crosnier (ed.)Résultats des Campagnes MUSORSTOM, Vol 20. Mémoires du Muséum national d'Histoire naturelle, 180: 31-167. Paris ISBN 2-85653-520-8",MNHN,"Deep-water Scleractinia from Vanuatu, and Wallis and Futuna Islands","Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands",HumanObservation,,MUSORSTOM 8 'Alis' Stn 976 Aulocyathus juvenescens,,,,,Present,,,,1994-09-22,265,1994,9,22,MUSORSTOM 8 'Alis' Stn 976,Pacific Ocean,,,,Tanna,160,182,-19.4167,169.45,WGS84,500,POINT (169.45 -19.4167),,,urn:lsid:marinespecies.org:taxname:286720,Aulocyathus juvenescens,Animalia,Cnidaria,Anthozoa,Scleractinia,Caryophylliidae,Aulocyathus,,juvenescens,,"Marenzeller, 1904"
169.45,-19.4167,766,966,2015/04/30 12:00:00,en,"Cairns, S.D. 1999. Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands. In: A. Crosnier (ed.)Résultats des Campagnes MUSORSTOM, Vol 20. Mémoires du Muséum national d'Histoire naturelle, 180: 31-167. Paris ISBN 2-85653-520-8",MNHN,"Deep-water Scleractinia from Vanuatu, and Wallis and Futuna Islands","Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands",HumanObservation,,MUSORSTOM 8 'Alis' Stn 976 Caryophyllia (Caryophyllia) octonaria,,,,,Present,,,,1994-09-22,265,1994,9,22,MUSORSTOM 8 'Alis' Stn 976,Pacific Ocean,,,,Tanna,160,182,-19.4167,169.45,WGS84,500,POINT (169.45 -19.4167),,,urn:lsid:marinespecies.org:taxname:286753,Caryophyllia (Caryophyllia) octonaria,Animalia,Cnidaria,Anthozoa,Scleractinia,Caryophylliidae,Caryophyllia,Caryophyllia,octonaria,,"Cairns & Zibrowius, 1997"
169.45,-19.4167,767,967,2015/04/30 12:00:00,en,"Cairns, S.D. 1999. Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands. In: A. Crosnier (ed.)Résultats des Campagnes MUSORSTOM, Vol 20. Mémoires du Muséum national d'Histoire naturelle, 180: 31-167. Paris ISBN 2-85653-520-8",MNHN,"Deep-water Scleractinia from Vanuatu, and Wallis and Futuna Islands","Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands",HumanObservation,,MUSORSTOM 8 'Alis' Stn 976 Trochocyathus (Trochocyathus) philippinensis,,,,,Present,,,,1994-09-22,265,1994,9,22,MUSORSTOM 8 'Alis' Stn 976,Pacific Ocean,,,,Tanna,160,182,-19.4167,169.45,WGS84,500,POINT (169.45 -19.4167),,,urn:lsid:marinespecies.org:taxname:286891,Trochocyathus (Trochocyathus) philippinensis,Animalia,Cnidaria,Anthozoa,Scleractinia,Caryophylliidae,Trochocyathus,Trochocyathus,philippinensis,,"Semper, 1872"
169.45,-19.4167,768,968,2015/04/30 12:00:00,en,"Cairns, S.D. 1999. Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands. In: A. Crosnier (ed.)Résultats des Campagnes MUSORSTOM, Vol 20. Mémoires du Muséum national d'Histoire naturelle, 180: 31-167. Paris ISBN 2-85653-520-8",MNHN,"Deep-water Scleractinia from Vanuatu, and Wallis and Futuna Islands","Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands",HumanObservation,,MUSORSTOM 8 'Alis' Stn 976 Heterocyathus sulcatus,,,,,Present,,,,1994-09-22,265,1994,9,22,MUSORSTOM 8 'Alis' Stn 976,Pacific Ocean,,,,Tanna,160,182,-19.4167,169.45,WGS84,500,POINT (169.45 -19.4167),,,urn:lsid:marinespecies.org:taxname:288865,Heterocyathus sulcatus,Animalia,Cnidaria,Anthozoa,Scleractinia,Caryophylliidae,Heterocyathus,,sulcatus,,"(Verrill, 1866)"
169.45,-19.4167,769,969,2015/04/30 12:00:00,en,"Cairns, S.D. 1999. Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands. In: A. Crosnier (ed.)Résultats des Campagnes MUSORSTOM, Vol 20. Mémoires du Muséum national d'Histoire naturelle, 180: 31-167. Paris ISBN 2-85653-520-8",MNHN,"Deep-water Scleractinia from Vanuatu, and Wallis and Futuna Islands","Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands",HumanObservation,,MUSORSTOM 8 'Alis' Stn 976 Flabellum (Flabellum) pavoninum,,,,,Present,,,,1994-09-22,265,1994,9,22,MUSORSTOM 8 'Alis' Stn 976,Pacific Ocean,,,,Tanna,160,182,-19.4167,169.45,WGS84,500,POINT (169.45 -19.4167),,,urn:lsid:marinespecies.org:taxname:287022,Flabellum (Flabellum) pavoninum,Animalia,Cnidaria,Anthozoa,Scleractinia,Flabellidae,Flabellum,Flabellum,pavoninum,,"Lesson, 1831"
169.45,-19.4167,770,970,2015/04/30 12:00:00,en,"Cairns, S.D. 1999. Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands. In: A. Crosnier (ed.)Résultats des Campagnes MUSORSTOM, Vol 20. Mémoires du Muséum national d'Histoire naturelle, 180: 31-167. Paris ISBN 2-85653-520-8",MNHN,"Deep-water Scleractinia from Vanuatu, and Wallis and Futuna Islands","Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands",HumanObservation,,MUSORSTOM 8 'Alis' Stn 976 Endopachys grayi,,,,,Present,,,,1994-09-22,265,1994,9,22,MUSORSTOM 8 'Alis' Stn 976,Pacific Ocean,,,,Tanna,160,182,-19.4167,169.45,WGS84,500,POINT (169.45 -19.4167),,,urn:lsid:marinespecies.org:taxname:289891,Endopachys grayi,Animalia,Cnidaria,Anthozoa,Scleractinia,Dendrophylliidae,Endopachys,,grayi,,"Milne Edwards & Haime, 1848"
169.45,-19.4167,771,971,2015/04/30 12:00:00,en,"Cairns, S.D. 1999. Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands. In: A. Crosnier (ed.)Résultats des Campagnes MUSORSTOM, Vol 20. Mémoires du Muséum national d'Histoire naturelle, 180: 31-167. Paris ISBN 2-85653-520-8",MNHN,"Deep-water Scleractinia from Vanuatu, and Wallis and Futuna Islands","Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands",HumanObservation,,MUSORSTOM 8 'Alis' Stn 976 Heteropsammia cochlea,,,,,Present,,,,1994-09-22,265,1994,9,22,MUSORSTOM 8 'Alis' Stn 976,Pacific Ocean,,,,Tanna,160,182,-19.4167,169.45,WGS84,500,POINT (169.45 -19.4167),,,urn:lsid:marinespecies.org:taxname:207501,Heteropsammia cochlea,Animalia,Cnidaria,Anthozoa,Scleractinia,Dendrophylliidae,Heteropsammia,,cochlea,,"(Spengler, 1781)"
169.4833,-19.4167,772,972,2015/04/30 12:00:00,en,"Cairns, S.D. 1999. Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands. In: A. Crosnier (ed.)Résultats des Campagnes MUSORSTOM, Vol 20. Mémoires du Muséum national d'Histoire naturelle, 180: 31-167. Paris ISBN 2-85653-520-8",MNHN,"Deep-water Scleractinia from Vanuatu, and Wallis and Futuna Islands","Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands",HumanObservation,,MUSORSTOM 8 'Alis' Stn 977 Fungiacyathus (Bathyactis) granulosus,,,,,Present,,,,1994-09-22,265,1994,9,22,MUSORSTOM 8 'Alis' Stn 977,Pacific Ocean,,,,Tanna,410,505,-19.4167,169.4833,WGS84,500,POINT (169.4833 -19.4167),,,urn:lsid:marinespecies.org:taxname:287076,Fungiacyathus (Bathyactis) granulosus,Animalia,Cnidaria,Anthozoa,Scleractinia,Fungiacyathidae,Fungiacyathus,Bathyactis,granulosus,,"Cairns, 1989"
169.4833,-19.4167,773,973,2015/04/30 12:00:00,en,"Cairns, S.D. 1999. Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands. In: A. Crosnier (ed.)Résultats des Campagnes MUSORSTOM, Vol 20. Mémoires du Muséum national d'Histoire naturelle, 180: 31-167. Paris ISBN 2-85653-520-8",MNHN,"Deep-water Scleractinia from Vanuatu, and Wallis and Futuna Islands","Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands",HumanObservation,,MUSORSTOM 8 'Alis' Stn 977 Anthemiphyllia dentata,,,,,Present,,,,1994-09-22,265,1994,9,22,MUSORSTOM 8 'Alis' Stn 977,Pacific Ocean,,,,Tanna,410,505,-19.4167,169.4833,WGS84,500,POINT (169.4833 -19.4167),,,urn:lsid:marinespecies.org:taxname:289412,Anthemiphyllia dentata,Animalia,Cnidaria,Anthozoa,Scleractinia,Anthemiphylliidae,Anthemiphyllia,,dentata,,"(Alcock, 1902)"
169.4833,-19.4167,774,974,2015/04/30 12:00:00,en,"Cairns, S.D. 1999. Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands. In: A. Crosnier (ed.)Résultats des Campagnes MUSORSTOM, Vol 20. Mémoires du Muséum national d'Histoire naturelle, 180: 31-167. Paris ISBN 2-85653-520-8",MNHN,"Deep-water Scleractinia from Vanuatu, and Wallis and Futuna Islands","Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands",HumanObservation,,MUSORSTOM 8 'Alis' Stn 977 Crispatotrochus rugosus,,,,,Present,,,,1994-09-22,265,1994,9,22,MUSORSTOM 8 'Alis' Stn 977,Pacific Ocean,,,,Tanna,410,505,-19.4167,169.4833,WGS84,500,POINT (169.4833 -19.4167),,,urn:lsid:marinespecies.org:taxname:289744,Crispatotrochus rugosus,Animalia,Cnidaria,Anthozoa,Scleractinia,Caryophylliidae,Crispatotrochus,,rugosus,,"Cairns, 1995"
169.4833,-19.4167,775,975,2015/04/30 12:00:00,en,"Cairns, S.D. 1999. Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands. In: A. Crosnier (ed.)Résultats des Campagnes MUSORSTOM, Vol 20. Mémoires du Muséum national d'Histoire naturelle, 180: 31-167. Paris ISBN 2-85653-520-8",MNHN,"Deep-water Scleractinia from Vanuatu, and Wallis and Futuna Islands","Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands",HumanObservation,,MUSORSTOM 8 'Alis' Stn 977 Oxysmilia circularis,,,,,Present,,,,1994-09-22,265,1994,9,22,MUSORSTOM 8 'Alis' Stn 977,Pacific Ocean,,,,Tanna,410,505,-19.4167,169.4833,WGS84,500,POINT (169.4833 -19.4167),,,urn:lsid:marinespecies.org:taxname:290562,Oxysmilia circularis,Animalia,Cnidaria,Anthozoa,Scleractinia,Caryophylliidae,Oxysmilia,,circularis,,"Cairns, 1998"
169.4833,-19.4167,776,976,2015/04/30 12:00:00,en,"Cairns, S.D. 1999. Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands. In: A. Crosnier (ed.)Résultats des Campagnes MUSORSTOM, Vol 20. Mémoires du Muséum national d'Histoire naturelle, 180: 31-167. Paris ISBN 2-85653-520-8",MNHN,"Deep-water Scleractinia from Vanuatu, and Wallis and Futuna Islands","Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands",HumanObservation,,MUSORSTOM 8 'Alis' Stn 977 Trochocyathus (Trochocyathus) vasiformis,,,,,Present,,,,1994-09-22,265,1994,9,22,MUSORSTOM 8 'Alis' Stn 977,Pacific Ocean,,,,Tanna,410,505,-19.4167,169.4833,WGS84,500,POINT (169.4833 -19.4167),,,urn:lsid:marinespecies.org:taxname:286896,Trochocyathus (Trochocyathus) vasiformis,Animalia,Cnidaria,Anthozoa,Scleractinia,Caryophylliidae,Trochocyathus,Trochocyathus,vasiformis,,"Bourne, 1903"
167.1167,-15.05,777,801,2015/04/30 12:00:00,en,"Cairns, S.D. 1999. Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands. In: A. Crosnier (ed.)Résultats des Campagnes MUSORSTOM, Vol 20. Mémoires du Muséum national d'Histoire naturelle, 180: 31-167. Paris ISBN 2-85653-520-8",MNHN,"Deep-water Scleractinia from Vanuatu, and Wallis and Futuna Islands","Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands",HumanObservation,,MUSORSTOM 8 'Alis' Stn 1103 Flabellum (Flabellum) pavoninum,,,,,Present,,,,1994-10-07,280,1994,10,7,MUSORSTOM 8 'Alis' Stn 1103,Pacific Ocean,,,,NE of Espiritu Santo,163,165,-15.05,167.1167,WGS84,500,POINT (167.1167 -15.05),,,urn:lsid:marinespecies.org:taxname:287022,Flabellum (Flabellum) pavoninum,Animalia,Cnidaria,Anthozoa,Scleractinia,Flabellidae,Flabellum,Flabellum,pavoninum,,"Lesson, 1831"
169.4833,-19.4167,778,977,2015/04/30 12:00:00,en,"Cairns, S.D. 1999. Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands. In: A. Crosnier (ed.)Résultats des Campagnes MUSORSTOM, Vol 20. Mémoires du Muséum national d'Histoire naturelle, 180: 31-167. Paris ISBN 2-85653-520-8",MNHN,"Deep-water Scleractinia from Vanuatu, and Wallis and Futuna Islands","Cnidaria Anthozoa: Deep-water azooxanthellate Scleractinia from Vanuatu, and Wallis and Futuna Islands",HumanObservation,,MUSORSTOM 8 'Alis' Stn 977 Trochocyathus (Trochocyathus) rhombocolumna,,,,,Present,,,,1994-09-22,265,1994,9,22,MUSORSTOM 8 'Alis' Stn 977,Pacific Ocean,,,,Tanna,410,505,-19.4167,169.4833,WGS84,500,POINT (169.4833 -19.4167),,,urn:lsid:marinespecies.org:taxname:286894,Trochocyathus (Trochocyathus) rhombocolumna,Animalia,Cnidaria,Anthozoa,Scleractinia,Caryophylliidae,Trochocyathus,Trochocyathus,rhombocolumna,,"Alcock, 1902"
