FID,OperatorNa,Shape_Leng
6122,Houston Pipeline Co,0.167789
6123,Houston Pipeline Co,0.011921
6124,Houston Pipeline Co,0.022426
6125,Houston Pipeline Co,0.017704
6126,Houston Pipeline Co,0.086152
6127,Houston Pipeline Co,0.014756
6128,Houston Pipeline Co,0.019319
6129,Houston Pipeline Co,0.007936
6130,Houston Pipeline Co,0.005857
6131,Amoco Pipeline Co,0.740193
6132,Houston Pipeline Co,0.028031
6133,Amoco Pipeline Co,0.018314
6134,Amoco Pipeline Co,0.045836
6135,Houston Pipeline Co,0.109373
6136,Amoco Pipeline Co,0.034676
6137,Houston Pipeline Co,0.021858
6138,Amoco Pipeline Co,0.038481
6139,Houston Pipeline Co,0.025231
6140,Amoco Pipeline Co,0.075864
6141,Amoco Pipeline Co,0.019041
6142,Houston Pipeline Co,0.017696
6143,Amoco Pipeline Co,0.005966
6144,Amoco Pipeline Co,0.004705
6145,Houston Pipeline Co,0.023629
6146,Amoco Pipeline Co,0.006233
6147,Amoco Pipeline Co,0.024123
6148,Houston Pipeline Co,0.049501
6149,Amoco Pipeline Co,0.114409
6150,Amoco Pipeline Co,0.118102
6151,Amoco Pipeline Co,0.049966
6152,Amoco Pipeline Co,0.409336
6153,Amoco Pipeline Co,0.313686
6154,Amoco Pipeline Co,0.158955
6155,Amoco Pipeline Co,0.106358
6156,Amoco Pipeline Co,0.006995
6157,Amoco Pipeline Co,0.063019
6158,Amoco Pipeline Co,0.091187
6159,Amoco Pipeline Co,0.214309
6160,Amoco Pipeline Co,0.224907
6161,Amoco Pipeline Co,0.005472
6162,Amoco Pipeline Co,0.094826
6163,Amoco Pipeline Co,0.187032
6164,Houston Pipeline Co,0.012002
6165,Amoco Pipeline Co,0.031998
6166,Amoco Pipeline Co,0.010125
6167,Amoco Pipeline Co,0.00303
6168,Houston Pipeline Co,0.017325
6169,Amoco Pipeline Co,0.342646
6170,Houston Pipeline Co,0.053246
6171,Amoco Pipeline Co,0.077384
6172,Amoco Pipeline Co,0.083315
6173,Houston Pipeline Co,0.015859
6174,Amoco Pipeline Co,0.005948
6175,Kinder Morgan Texas Pipeline Co,0.035084
6176,Amoco Pipeline Co,0.071264
6177,Houston Pipeline Co,0.018588
6178,Kinder Morgan Texas Pipeline Co,0.094991
6179,Amoco Pipeline Co,0.109928
6180,Houston Pipeline Co,0.011093
6181,Kinder Morgan Texas Pipeline Co,0.02652
6182,Houston Pipeline Co,0.024718
6183,Kinder Morgan Texas Pipeline Co,0.034305
6184,Amoco Pipeline Co,0.001838
6185,Kinder Morgan Texas Pipeline Co,0.010334
6186,Amoco Pipeline Co,0.14606
6187,Houston Pipeline Co,0.025958
6188,Kinder Morgan Texas Pipeline Co,0.032143
6189,Amoco Pipeline Co,0.18204
6190,Houston Pipeline Co,0.009958
6191,Kinder Morgan Texas Pipeline Co,0.13011
6192,Amoco Pipeline Co,0.014052
6193,Houston Pipeline Co,0.008379
6194,Amoco Pipeline Co,0.04509
6195,Houston Pipeline Co,0.013481
6196,Enbridge Pipelines (East Texas),0.013987
6197,Amoco Pipeline Co,0.170219
6198,Houston Pipeline Co,0.008579
6199,Enbridge Pipelines (East Texas),0.025569
6200,Enbridge Pipelines (East Texas),0.008714
6201,Houston Pipeline Co,0.052297
6202,Black Marlin Pipeline Co,0.329389
6203,Houston Pipeline Co,0.147776
6204,Enbridge Pipelines (East Texas),0.077989
6205,Black Marlin Pipeline Co,0.101028
6206,Blue Dolphin Pipeline Co,0.09847
6207,Houston Pipeline Co,0.05174
6208,Enbridge Pipelines (East Texas),0.124772
6209,Enbridge Pipelines (East Texas),0.040017
6210,Black Marlin Pipeline Co,0.329389
6211,Houston Pipeline Co,0.013614
6212,Houston Pipeline Co,0.012092
6213,Enbridge Pipelines (East Texas),0.007435
6214,Black Marlin Pipeline Co,0.101028
6215,Houston Pipeline Co,0.015614
6216,Enbridge Pipelines (East Texas),0.138986
6217,Blue Dolphin Pipeline Co,0.103881
6218,Houston Pipeline Co,0.023727
6219,Enbridge Pipelines (East Texas),0.008853
6220,Blue Dolphin Pipeline Co,0.049605
6221,Enbridge Pipelines (East Texas),0.034385
6222,Houston Pipeline Co,0.139033
6223,Crosstex Texas Systems,0.160809
6224,Enbridge Pipelines (East Texas),0.009931
6225,Houston Pipeline Co,0.009459
6226,Crosstex Texas Systems,0.148182
6227,Enbridge Pipelines (East Texas),0.01744
6228,Houston Pipeline Co,0.020193
6229,Crosstex Texas Systems,0.207467
6230,Enbridge Pipelines (East Texas),0.017595
6231,Houston Pipeline Co,0.030133
6232,Crosstex Texas Systems,0.014709
6233,Enbridge Pipelines (East Texas),0.004984
6234,Crosstex Texas Systems,0.027165
6235,Houston Pipeline Co,0.008564
6236,Enbridge Pipelines (East Texas),0.011488
6237,Crosstex Texas Systems,0.02721
6238,Houston Pipeline Co,0.006048
6239,Enbridge Pipelines (East Texas),0.026388
6240,Crosstex Texas Systems,0.097154
6241,Houston Pipeline Co,0.006743
6242,Enbridge Pipelines (East Texas),0.148283
6243,Crosstex Texas Systems,0.043266
6244,Houston Pipeline Co,0.051214
6245,Enbridge Pipelines (East Texas),0.0071
6246,Crosstex Texas Systems,0.016355
6247,Houston Pipeline Co,0.067816
6248,Enbridge Pipelines (East Texas),0.017858
6249,Crosstex Texas Systems,0.008093
6250,Houston Pipeline Co,0.144642
6251,Enbridge Pipelines (East Texas),0.021675
6252,Crosstex Texas Systems,0.002803
6253,Enbridge Pipelines (East Texas),0.012241
6254,Houston Pipeline Co,0.093723
6255,Crosstex Texas Systems,0.006232
6256,Houston Pipeline Co,0.022684
6257,Crosstex Texas Systems,0.00188
6258,Crosstex Texas Systems,0.006375
6259,Enbridge Pipelines (East Texas),0.011115
6260,Crosstex Texas Systems,0.007719
6261,Houston Pipeline Co,0.098112
6262,Enbridge Pipelines (East Texas),0.010419
6263,Crosstex Texas Systems,0.0036
6264,Houston Pipeline Co,0.133051
6265,Enbridge Pipelines (East Texas),0.100129
6266,Crosstex Texas Systems,0.000743
6267,Enbridge Pipelines (East Texas),0.016554
6268,Crosstex Texas Systems,0.001278
6269,Houston Pipeline Co,0.037676
6270,Dow Pipeline Co (TX),0.073607
6271,Enbridge Pipelines (East Texas),0.007184
6272,Dow Pipeline Co (TX),0.016816
6273,Houston Pipeline Co,0.089147
6274,Enbridge Pipelines (East Texas),0.008734
6275,Dow Pipeline Co (TX),0.028078
6276,Enbridge Pipelines (East Texas),0.025177
6277,Houston Pipeline Co,0.155174
6278,Dow Pipeline Co (TX),0.012887
6279,Houston Pipeline Co,0.282683
6280,Dow Pipeline Co (TX),0.23251
6281,Enbridge Pipelines (East Texas),0.120631
6282,Enbridge Pipelines (East Texas),0.007289
6283,Dow Pipeline Co (TX),0.189546
6284,Houston Pipeline Co,0.028661
6285,Enbridge Pipelines (East Texas),0.006585
6286,Dow Pipeline Co (TX),0.295936
6287,Houston Pipeline Co,0.058079
6288,Enbridge Pipelines (East Texas),0.053327
6289,Dow Pipeline Co (TX),0.527613
6290,Houston Pipeline Co,0.142515
6291,Enbridge Pipelines (East Texas),0.007985
6292,Dow Pipeline Co (TX),0.047743
6293,Houston Pipeline Co,0.084234
6294,Enbridge Pipelines (East Texas),0.009973
6295,Dow Pipeline Co (TX),0.055903
6296,Enbridge Pipelines (East Texas),0.01914
6297,Houston Pipeline Co,0.059453
6298,Dow Pipeline Co (TX),0.744842
6299,Enbridge Pipelines (East Texas),0.056418
6300,Houston Pipeline Co,0.115402
6301,Dow Pipeline Co (TX),0.002684
6302,Enbridge Pipelines (East Texas),0.040478
6303,Houston Pipeline Co,0.473803
6304,Dow Pipeline Co (TX),0.18607
6305,Enbridge Pipelines (East Texas),0.010638
6306,Houston Pipeline Co,0.064683
6307,Dow Pipeline Co (TX),0.000552
6308,Enbridge Pipelines (East Texas),0.080651
6309,Dow Pipeline Co (TX),0.545523
6310,Houston Pipeline Co,0.034327
6311,Enbridge Pipelines (East Texas),0.012607
6312,Houston Pipeline Co,0.141332
6313,Dow Pipeline Co (TX),0.089839
6314,Enbridge Pipelines (East Texas),0.016299
6315,Houston Pipeline Co,0.211649
6316,Dow Pipeline Co (TX),0.047856
6317,Enbridge Pipelines (East Texas),0.245355
6318,Houston Pipeline Co,0.107225
6319,Dow Pipeline Co (TX),0.037558
6320,Enbridge Pipelines (East Texas),0.009032
6321,Houston Pipeline Co,0.030333
6322,Dow Pipeline Co (TX),0.088818
6323,Enbridge Pipelines (East Texas),0.051081
6324,Dow Pipeline Co (TX),0.02212
6325,Houston Pipeline Co,0.105425
6326,Enbridge Pipelines (East Texas),0.011567
6327,Dow Pipeline Co (TX),0.002338
6328,Houston Pipeline Co,0.306247
6329,Enbridge Pipelines (East Texas),0.007442
6330,Dow Pipeline Co (TX),0.008941
6331,Dow Pipeline Co (TX),0.027036
6332,Enbridge Pipelines (East Texas),0.019295
6333,Houston Pipeline Co,0.022136
6334,Dow Pipeline Co (TX),0.065939
6335,Enbridge Pipelines (East Texas),0.005752
6336,Houston Pipeline Co,0.057253
6337,Dow Pipeline Co (TX),0.015162
6338,Enbridge Pipelines (East Texas),0.032314
6339,Dow Pipeline Co (TX),0.002937
6340,Houston Pipeline Co,0.061357
6341,Dow Pipeline Co (TX),0.135329
6342,Enbridge Pipelines (East Texas),0.042346
6343,Houston Pipeline Co,0.034875
6344,Dow Pipeline Co (TX),0.082075
6345,Houston Pipeline Co,0.196927
6346,Enbridge Pipelines (East Texas),0.025135
6347,Dow Pipeline Co (TX),0.141921
6348,Houston Pipeline Co,0.077382
6349,Enbridge Pipelines (East Texas),0.016435
6350,Houston Pipeline Co,0.267431
6351,Dow Pipeline Co (TX),0.05844
6352,Enbridge Pipelines (East Texas),0.047907
6353,Houston Pipeline Co,0.162445
6354,Oasis / Energy Transfer Co,0.012542
6355,Enbridge Pipelines (East Texas),0.007847
6356,El Paso Texas Pipeline Co,0.439665
6357,Enbridge Pipelines (East Texas),0.131715
6358,Houston Pipeline Co,0.328109
6359,El Paso Texas Pipeline Co,0.141618
6360,Enbridge Pipelines (East Texas),0.112677
6361,Houston Pipeline Co,0.184086
6362,El Paso Texas Pipeline Co,0.523128
6363,Enbridge Pipelines (East Texas),0.041017
6364,Houston Pipeline Co,0.090907
6365,Enbridge Pipelines (East Texas),0.00959
6366,Enbridge Pipelines (East Texas),0.012609
6367,Enbridge Pipelines (East Texas),0.058432
6368,Enbridge Pipelines (East Texas),0.017927
6369,Enbridge Pipelines (East Texas),0.006537
6370,Enbridge Pipelines (East Texas),0.008721
6371,Enbridge Pipelines (East Texas),0.007291
6372,Texas Eastern Trans Co,0.12278
6373,Enbridge Pipelines (East Texas),0.030864
6374,Enbridge Pipelines (East Texas),0.009821
6375,Enbridge Pipelines (East Texas),0.02375
6376,Texas Eastern Trans Co,0.197031
6377,Enbridge Pipelines (East Texas),0.020909
6378,Enbridge Pipelines (East Texas),0.005648
6379,Texas Eastern Trans Co,0.395314
6380,Enbridge Pipelines (East Texas),0.022188
6381,Enbridge Pipelines (East Texas),0.017356
6382,Enbridge Pipelines (East Texas),0.010308
6383,Enbridge Pipelines (East Texas),0.007565
6384,Texas Eastern Trans Co,0.104656
6385,Enbridge Pipelines (East Texas),0.011932
6386,Enbridge Pipelines (East Texas),0.011775
6387,Enbridge Pipelines (East Texas),0.027117
6388,Texas Eastern Trans Co,0.04315
6389,Enbridge Pipelines (East Texas),0.062546
6390,Enbridge Pipelines (East Texas),0.012367
6391,Texas Eastern Trans Co,0.148872
6392,Enbridge Pipelines (East Texas),0.016863
6393,Enbridge Pipelines (East Texas),0.002811
6394,Texas Eastern Trans Co,0.478006
6395,Enbridge Pipelines (East Texas),0.113738
6396,Enbridge Pipelines (East Texas),0.133756
6397,Enbridge Pipelines (East Texas),0.014294
6398,Texas Eastern Trans Co,0.095847
6399,Enbridge Pipelines (East Texas),0.140638
6400,Enbridge Pipelines (East Texas),0.026048
6401,Texas Eastern Trans Co,0.062996
6402,Enbridge Pipelines (East Texas),0.01606
6403,Texas Eastern Trans Co,0.119197
6404,Enbridge Pipelines (East Texas),0.011888
6405,Enbridge Pipelines (East Texas),0.03864
6406,Enbridge Pipelines (East Texas),0.365282
6407,Texas Eastern Trans Co,0.12104
6408,Enbridge Pipelines (East Texas),0.023863
6409,Enbridge Pipelines (East Texas),0.019066
6410,TransOk Pipeline Co,0.111925
6411,Enbridge Pipelines (East Texas),0.013164
6412,Enbridge Pipelines (East Texas),0.056571
6413,TransOk Pipeline Co,0.223735
6414,Trunkline Gas Co,1.043245
6415,Houston Pipeline Co,0.165813
6416,Trunkline Gas Co,0.275729
6417,Houston Pipeline Co,0.071058
6418,Houston Pipeline Co,0.040595
6419,Trunkline Gas Co,4.463122
6420,Houston Pipeline Co,0.185136
6421,Transcontinental Gas PL,0.148774
6422,Houston Pipeline Co,0.125159
6423,Transcontinental Gas PL,0.152872
6424,Houston Pipeline Co,0.082675
6425,Transcontinental Gas PL,0.406183
6426,Houston Pipeline Co,0.601772
6427,Transcontinental Gas PL,0.509049
6428,Houston Pipeline Co,0.61733
6429,Transcontinental Gas PL,0.018423
6430,Houston Pipeline Co,0.178058
6431,Transcontinental Gas PL,0.025771
6432,Transcontinental Gas PL,0.285318
6433,Houston Pipeline Co,0.058628
6434,Transcontinental Gas PL,0.022696
6435,Houston Pipeline Co,0.188893
6436,Transcontinental Gas PL,0.358042
6437,Houston Pipeline Co,0.042672
6438,Houston Pipeline Co,0.080432
6439,Transcontinental Gas PL,0.73534
6440,Houston Pipeline Co,0.032758
6441,Transcontinental Gas PL,0.104994
6442,Houston Pipeline Co,0.089763
6443,Transcontinental Gas PL,0.210912
6444,Houston Pipeline Co,0.074025
6445,Houston Pipeline Co,0.059126
6446,Transcontinental Gas PL,0.037343
6447,Houston Pipeline Co,0.13392
6448,Transcontinental Gas PL,0.036028
6449,Houston Pipeline Co,0.02195
6450,Transcontinental Gas PL,0.173693
6451,Houston Pipeline Co,0.014741
6452,Transcontinental Gas PL,0.05609
6453,Houston Pipeline Co,0.102819
6454,Transcontinental Gas PL,0.07009
6455,Houston Pipeline Co,0.154688
6456,Transcontinental Gas PL,0.050181
6457,Houston Pipeline Co,0.190906
6458,Transcontinental Gas PL,0.052918
6459,Houston Pipeline Co,0.411646
6460,Transcontinental Gas PL,0.125444
6461,Houston Pipeline Co,0.248464
6462,Transcontinental Gas PL,0.046911
6463,Houston Pipeline Co,0.053892
6464,Transcontinental Gas PL,0.134635
6465,Houston Pipeline Co,0.182691
6466,Transcontinental Gas PL,0.006224
6467,Houston Pipeline Co,0.015215
6468,Transcontinental Gas PL,0.097285
6469,Houston Pipeline Co,0.096379
6470,Transcontinental Gas PL,0.03994
6471,Houston Pipeline Co,0.449269
6472,Transcontinental Gas PL,0.015948
6473,Houston Pipeline Co,0.143549
6474,Transcontinental Gas PL,0.021435
6475,Houston Pipeline Co,0.127395
6476,Transcontinental Gas PL,0.091993
6477,Houston Pipeline Co,0.065886
6478,Transcontinental Gas PL,0.076252
6479,Houston Pipeline Co,0.060206
6480,Transcontinental Gas PL,0.089395
6481,Natural Gas PL Co of Am,0.350955
6482,Transcontinental Gas PL,0.030147
6483,Houston Pipeline Co,0.209097
6484,Natural Gas PL Co of Am,0.183928
6485,Transcontinental Gas PL,0.075059
6486,Houston Pipeline Co,0.010517
6487,Transcontinental Gas PL,0.055113
6488,Houston Pipeline Co,0.114597
6489,Natural Gas PL Co of Am,0.114143
6490,Transcontinental Gas PL,0.013553
6491,Houston Pipeline Co,0.038469
6492,Transcontinental Gas PL,0.048633
6493,Houston Pipeline Co,0.036077
6494,Transcontinental Gas PL,0.053138
6495,Natural Gas PL Co of Am,0.037765
6496,Houston Pipeline Co,0.038031
6497,Transcontinental Gas PL,0.119864
6498,Houston Pipeline Co,0.037894
6499,Transcontinental Gas PL,0.090732
6500,Natural Gas PL Co of Am,0.306784
6501,Houston Pipeline Co,0.043585
6502,Transcontinental Gas PL,0.042756
6503,Houston Pipeline Co,0.103007
6504,Houston Pipeline Co,0.06099
6505,Natural Gas PL Co of Am,0.173018
6506,Transcontinental Gas PL,0.035305
6507,Houston Pipeline Co,0.046749
6508,Transcontinental Gas PL,0.044219
6509,Houston Pipeline Co,0.09751
6510,Transcontinental Gas PL,0.064583
6511,Houston Pipeline Co,0.007349
6512,Transcontinental Gas PL,0.16146
6513,Natural Gas PL Co of Am,0.120585
6514,Houston Pipeline Co,0.010293
6515,Transcontinental Gas PL,0.072523
6516,Houston Pipeline Co,0.011486
6517,Transcontinental Gas PL,0.013758
6518,Houston Pipeline Co,0.024005
6519,Natural Gas PL Co of Am,0.090157
6520,Transcontinental Gas PL,0.062092
6521,Houston Pipeline Co,0.0067
6522,Transcontinental Gas PL,0.014872
6523,Houston Pipeline Co,0.008723
6524,Transcontinental Gas PL,0.011399
6525,Natural Gas PL Co of Am,0.049646
6526,Houston Pipeline Co,0.026463
6527,Transcontinental Gas PL,0.070191
6528,Houston Pipeline Co,0.124548
6529,Transcontinental Gas PL,0.015456
6530,Natural Gas PL Co of Am,0.213623
6531,Houston Pipeline Co,0.066887
6532,Transcontinental Gas PL,0.015847
6533,Houston Pipeline Co,0.023724
6534,Transcontinental Gas PL,0.008576
6535,Natural Gas PL Co of Am,0.473849
6536,Houston Pipeline Co,0.044315
6537,Transcontinental Gas PL,0.010345
6538,Transcontinental Gas PL,0.024331
6539,Houston Pipeline Co,0.021568
6540,Transcontinental Gas PL,0.000728
6541,Natural Gas PL Co of Am,0.087277
6542,Houston Pipeline Co,0.11594
6543,Transcontinental Gas PL,0.015641
6544,Houston Pipeline Co,0.260458
6545,Transcontinental Gas PL,0.004662
6546,Transcontinental Gas PL,0.003607
6547,Houston Pipeline Co,0.10643
6548,Natural Gas PL Co of Am,0.098862
6549,Houston Pipeline Co,0.201138
6550,Kinder Morgan Texas Pipeline Co,0.077117
6551,Natural Gas PL Co of Am,0.062543
6552,Kinder Morgan Texas Pipeline Co,0.034787
6553,Houston Pipeline Co,0.370447
6554,Kinder Morgan Texas Pipeline Co,0.062
6555,Houston Pipeline Co,0.115704
6556,Houston Pipeline Co,0.023968
6557,Kinder Morgan Texas Pipeline Co,0.117413
6558,Natural Gas PL Co of Am,0.164419
6559,Houston Pipeline Co,0.027725
6560,Kinder Morgan Texas Pipeline Co,0.095147
6561,Houston Pipeline Co,0.020881
6562,Kinder Morgan Texas Pipeline Co,0.04201
6563,Houston Pipeline Co,0.009815
6564,Natural Gas PL Co of Am,0.173496
6565,Houston Pipeline Co,0.009291
6566,Kinder Morgan Texas Pipeline Co,0.044235
6567,Houston Pipeline Co,0.061056
6568,Kinder Morgan Texas Pipeline Co,0.053363
6569,Kinder Morgan Texas Pipeline Co,0.053482
6570,Houston Pipeline Co,0.132965
6571,Natural Gas PL Co of Am,0.117434
6572,Kinder Morgan Texas Pipeline Co,0.142475
6573,Houston Pipeline Co,0.057329
6574,Houston Pipeline Co,0.239022
6575,Natural Gas PL Co of Am,0.084476
6576,Kinder Morgan Texas Pipeline Co,0.092923
6577,Kinder Morgan Texas Pipeline Co,0.059186
6578,Houston Pipeline Co,0.065606
6579,Kinder Morgan Texas Pipeline Co,0.104976
6580,Houston Pipeline Co,0.021412
6581,Natural Gas PL Co of Am,0.024243
6582,Kinder Morgan Texas Pipeline Co,0.070042
6583,Houston Pipeline Co,0.031663
6584,Kinder Morgan Texas Pipeline Co,0.367865
6585,Natural Gas PL Co of Am,0.311283
6586,Houston Pipeline Co,0.011016
6587,Kinder Morgan Texas Pipeline Co,0.032789
6588,Houston Pipeline Co,0.048559
6589,Kinder Morgan Texas Pipeline Co,0.021762
6590,Houston Pipeline Co,0.010223
6591,Kinder Morgan Texas Pipeline Co,0.034954
6592,Natural Gas PL Co of Am,0.041816
6593,Houston Pipeline Co,0.147625
6594,Kinder Morgan Texas Pipeline Co,0.04554
6595,Houston Pipeline Co,0.136356
6596,Kinder Morgan Texas Pipeline Co,0.113621
6597,Oasis Gas Pipeline Co,0.012542
6598,Houston Pipeline Co,0.14123
6599,El Paso Texas Pipeline Co,0.139291
6600,Houston Pipeline Co,0.055158
6601,Kinder Morgan Texas Pipeline Co,0.200308
6602,Oasis Gas Pipeline Co,0.318704
6603,Houston Pipeline Co,0.127646
6604,El Paso Texas Pipeline Co,0.05341
6605,Kinder Morgan Texas Pipeline Co,0.04716
6606,Houston Pipeline Co,0.294759
6607,Oklahoma Texas Gas Co,0.00394
6608,El Paso Texas Pipeline Co,0.029018
6609,Kinder Morgan Texas Pipeline Co,0.169028
6610,Oklahoma Texas Gas Co,0.014566
6611,Houston Pipeline Co,0.413821
6612,El Paso Texas Pipeline Co,0.089019
6613,Kinder Morgan Texas Pipeline Co,0.050328
6614,ONEOK Gas Transportation LLC,0.028616
6615,Kinder Morgan Texas Pipeline Co,0.149358
6616,Kinder Morgan Texas Pipeline Co,0.068745
6617,El Paso Texas Pipeline Co,0.098242
6618,ONEOK Gas Transportation LLC,0.047891
6619,Houston Pipeline Co,0.075788
6620,El Paso Texas Pipeline Co,0.232615
6621,Houston Pipeline Co,0.291603
6622,ONEOK Gas Transportation LLC,0.042203
6623,Houston Pipeline Co,0.006894
6624,ONEOK Gas Transportation LLC,0.217431
6625,El Paso Texas Pipeline Co,0.116015
6626,Houston Pipeline Co,0.008881
6627,El Paso Texas Pipeline Co,0.039635
6628,ONEOK Gas Transportation LLC,0.04144
6629,Houston Pipeline Co,0.060369
6630,El Paso Texas Pipeline Co,0.029899
6631,ONEOK Gas Transportation LLC,0.091806
6632,Houston Pipeline Co,0.034901
6633,El Paso Texas Pipeline Co,0.008417
6634,ONEOK Gas Transportation LLC,0.164673
6635,Houston Pipeline Co,0.019312
6636,El Paso Texas Pipeline Co,0.125691
6637,ONEOK Gas Transportation LLC,0.016605
6638,Houston Pipeline Co,0.037268
6639,El Paso Texas Pipeline Co,0.039487
6640,ONEOK Gas Transportation LLC,0.046515
6641,Atmos Pipeline - Texas,0.007344
6642,El Paso Texas Pipeline Co,0.114381
6643,ONEOK Gas Transportation LLC,0.145464
6644,Atmos Pipeline - Texas,0.031268
6645,El Paso Texas Pipeline Co,0.019063
6646,ONEOK Gas Transportation LLC,0.183338
6647,Atmos Pipeline - Texas,0.08723
6648,El Paso Texas Pipeline Co,0.089134
6649,ONEOK Gas Transportation LLC,0.546416
6650,El Paso Texas Pipeline Co,0.02895
6651,Atmos Pipeline - Texas,0.024133
6652,ONEOK Gas Transportation LLC,0.779377
6653,Atmos Pipeline - Texas,0.084091
6654,El Paso Texas Pipeline Co,0.030842
6655,ONEOK Gas Transportation LLC,0.073848
6656,Atmos Pipeline - Texas,0.070044
6657,El Paso Texas Pipeline Co,0.311526
6658,ONEOK Gas Transportation LLC,0.014627
6659,El Paso Texas Pipeline Co,0.07247
6660,ONEOK Gas Transportation LLC,0.072269
6661,El Paso Texas Pipeline Co,0.027191
6662,CenterPoint Energy GasTrans Co,0.007711
6663,El Paso Texas Pipeline Co,0.037544
