X,Y,OBJECTID,TNF_LS_NO,SLIDE_NO,INVENTORY,CONFID_DAT,YR_INT_TYP,YR_OCCURANCE,LATEST_YEAR_NOTSEEN,FIRST_YEAR_SEEN,TREATMENT,RD_RELATED,STRM_IMPAC,PRED_COVER,COVER_SPP,COVER_PERCENT,FAIL_TYPE,VEG_CLASS,EXAMINER,SLOPE_PER,SLOPE_SHA,BDRK_F_ZON,PM_F_ZONE,LANDSLIDE_NAME,LANDWEHR_N,GROUPED_SL,RECURRANCE,NUMBER_
-135.135678805985,57.6113593934363,44754,2499,S0366,S04,E000-1948,1989P,-1948,,1948,N,N,Y,BATR,ALRU2,95,SOAR-DEFL-FLOW,AL,Jacquie Foss,,,,,,,,,0366
-135.171666293657,57.5194057005097,44755,2500,S0367,S04,E000-1929,1989P,-1929,,1929,N,N,Y,BATR,ALRU2,100,SOAR-DEAV-FLOW,CO,Jacquie Foss,,,,,,,,,0367
-135.144347796955,57.5115968727339,44756,2501,S0368,S04,E000-1929,1989P,-1929,,1929,N,N,Y,BARE,ALRU2,30,SOAR-DEAV-FLOW,UN,Jacquie Foss,,,,,,,,,0368
-135.17370242852,57.6072060177871,44757,2502,S0369,S04,E000-1948,1989P,-1948,,1948,N,N,N,BASH,ALSI3,100,SOAR-DEAV-FLOW,AL,Jacquie Foss,,,,,,,,,0369
-135.172154894539,57.6209387007967,44758,2503,S0370,S04,E000-1948,1989P,-1948,,1948,N,N,N,BASH,ALSI3,70,SOAR-DEAV-FLOW,UN,Jacquie Foss,,,,,,,,,0370
-135.167915747816,57.6833736654153,44759,2504,S0371,S04,E000-1948,1989P,-1948,,1948,N,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,Jacquie Foss,,,,,,,,,0371
-135.175219274691,57.5592557343353,44760,2506,S0373,S04,E000-1948,1989P,-1948,,1948,N,N,Y,BARE,ALRU2,40,TRZO-DEFL-FLOW,AL,Jacquie Foss,,,,,,,,,0373
-135.200592062061,57.6223912994963,44761,2507,S0374,S04,E000-1948,1989P,-1948,,1948,N,N,N,BATR,PISI,100,SOAR-DEAV-FLOW,PV,Jacquie Foss,,,,,,,,,0374
-135.196941454727,57.620516144076,44762,2508,S0375,S04,E000-1948,1989P,-1948,,1948,N,N,N,BARE,PISI,40,SOAR-DEFL-FLOW,PV,Jacquie Foss,,,,,,,,,0375
-135.183815010338,57.6126387651784,44763,2509,S0376,S04,E000-1948,1989P,-1948,,1948,N,N,Y,BASH,ALSI3,95,TRZO-DEFL-FLOW,PV,Dennis Landwehr,,,,,,,,,0376
-135.198547295609,57.6372091215614,44764,2510,S0377,S04,E000-1948,1989P,-1948,,1948,N,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,CO,Jacquie Foss,,,,,,,,,0377
-135.248473704318,57.5506576354719,44765,2511,S0378,S04,E000-1948,1989P,-1948,,1948,N,N,Y,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,Jacquie Foss,,,,,,,,,0378
-135.281730231358,57.5714783241337,44766,2512,S0379,S04,E000-1948,1989P,-1948,,1948,N,N,N,BASH,ALSI3,100,SOAR-DEAV-FLOW,PV,Jacquie Foss,,,,,,,,,0379
-135.263124698261,57.5632101790654,44767,2513,S0380,S04,E000-1948,1989P,-1948,,1948,N,N,Y,BATR,ALRU2,100,SOAR-DEAV-FLOW,CO,Jacquie Foss,,,,,,,,,0380
-135.277109244954,57.6099189951935,44768,2514,S0381,S04,E000-1948,1989P,-1948,,1948,N,N,Y,BASH,ALSI3,85,TRZO-DEFL-FLOW,PV,Jacquie Foss,,,,,,,,,0381
-135.271713501732,57.6104916539956,44769,2515,S0382,S04,E000-1948,1989P,-1948,,1948,N,N,Y,BASH,ALSI3,95,SOAR-DEAV-FLOW,AL,Jacquie Foss,,,,,,,,,0382
-135.317185675196,57.5991518413451,44770,2516,S0383,S04,E00001962,1989P,1962,1948,1976,N,N,Y,BATR,ALRU2,90,TRZO-DEFL-FLOW,PV,Jacquie Foss,,,,,,,,,0383
-135.31632739066,57.5829402577437,44771,2518,S0385,S04,E00001981,1989P,1981,1976,1987,N,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,Jacquie Foss,,,,,,,,,0385
-135.318217664093,57.5795830895153,44772,2519,S0386,S04,E00001981,1989P,1981,1976,1987,N,N,Y,BATR,ALRU2,95,SOAR-DEAV-FLOW,PV,Jacquie Foss,,,,,,,,,0386
-135.313637278747,57.5797646542008,44773,2520,S0387,S04,E000-1948,1989P,-1948,,1948,N,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,PV,Jacquie Foss,,,,,,,,,0387
-135.313018335972,57.5783913643167,44774,2521,S0388,S04,E00001962,1989P,1962,1948,1976,N,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,PV,Jacquie Foss,,,,,,,,,0388
-135.346539291228,57.6340076333459,44775,2522,S0389,S04,E00001983,1989P,1983,1976,1990,N,N,N,BASH,ALSI3,90,SOAR-DEAV-FLOW,PV,Jacquie Foss,,,,,,,,,0389
-134.989517837354,57.5223068447927,44776,2523,S0390,S04,E00001962,1976P,1962,1948,1976,N,N,N,BATR,PISI,100,SOAR-DEAV-FLOW,CO,Jacquie Foss,,,,,,,,,0390
-135.030173964898,57.5464984633156,44777,2524,S0391,S04,E00001962,1976P,1962,1948,1976,N,Y,Y,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,Jacquie Foss,,,,,,,,,0391
-135.060245081619,57.7486574465702,44778,2525,S0392,S04,E00001962,1976P,1962,1948,1976,N,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,CO,Jacquie Foss,,,,,,,,,0392
-135.060950549362,57.6795739685787,44779,2526,S0393,S04,E000-1948,1976P,-1948,,1948,N,N,Y,BATR,ALRU2,100,TRZO-DEFL-FLOW,AL,Jacquie Foss,,,,,,,,,0393
-135.110397012983,57.7343173732458,44780,2527,S0394,S04,E00001985,1995P,1985,1976,1989,N,N,N,BAGR,ALRU2,80,SOAR-DEAV-FLOW,UN,Jacquie Foss,,,,,,,,,0394
-135.336100560905,57.5220586867817,44781,2530,S0397,S04,E000-1948,1986P,-1948,,1948,N,N,Y,BATR,ALRU2,100,SOAR-DEFL-FLOW,UN,Jacquie Foss,,,,,,,,,0397
-135.354997012245,57.515364077055,44782,2531,S0398,S04,E000-1948,1986P,-1948,,1948,N,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,Jacquie Foss,,,,,,,,,0398
-135.351833490395,57.5123807285795,44783,2532,S0399,S04,E000-1948,1986P,-1948,,1948,N,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,Jacquie Foss,,,,,,,,,0399
-135.442028728257,57.4916321583842,44784,2541,S0408,S04,E00001987,1986P,1987,1976,1997,N,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,PV,Jacquie Foss,,,,,,,,,0408
-135.426142056781,57.4994262786386,44785,2542,S0409,S04,E00001987,1995P,1987,1976,1997,N,N,N,BARE,ALRU2,15,SOAR-DEAV-FLOW,UN,Jacquie Foss,,,,,,,,,0409
-135.45146391454,57.5232423694352,44786,2543,S0410,S04,E000-1948,1986P,-1948,,1948,N,N,Y,BATR,PISI,90,SOAR-DEFL-FLOW,PV,Jacquie Foss,,,,,,,,,0410
-135.453903450006,57.5179111621587,44787,2544,S0411,S04,E000-1948,1989P,-1948,,1948,N,N,Y,BATR,ALRU2,100,SOAR-DEAV-FLOW,PV,Jacquie Foss,,,,,,,,,0411
-135.40345611826,57.5334410934757,44788,2545,S0412,S04,E000-1948,1986P,-1948,,1948,N,N,N,BARE,PHAR3,5,SOAR-DEAV-FLOW,UN,Jacquie Foss,,,,,,,,,0412
-135.404243303193,57.4694694924252,44789,2546,S0413,S04,E00001981,1986P,1981,1976,1986,N,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,Jacquie Foss,,,,,,,,,0413
-135.413798269827,57.4340596085798,44790,2547,S0414,S04,E00001962,1986P,1962,1948,1976,N,N,N,BASH,ALSI3,100,SOAR-DEAV-FLOW,AL,Jacquie Foss,,,,,,,,,0414
-135.457818055155,57.5348170102849,44791,2549,S0416,S04,E000-1948,1986P,-1948,,1948,N,N,Y,BATR,ALRU2,100,SOAR-DEFL-FLOW,AL,Jacquie Foss,,,,,,,,,0416
-135.470866687729,57.4214056452342,44792,2550,S0417,S04,E00001962,1986P,1962,1948,1976,N,N,N,BASH,ALSI3,100,SOAR-DEAV-FLOW,AL,Jacquie Foss,,,,,,,,,0417
-135.446638062721,57.4200297338894,44793,2551,S0418,S04,E000-1948,1986P,-1948,,1948,N,N,N,BASH,ALSI3,100,SOAR-DEAV-FLOW,CO,Jacquie Foss,,,,,,,,,0418
-135.447338677785,57.4180813288167,44794,2552,S0419,S04,E000-1948,1986P,-1948,,1948,N,N,N,BASH,ALSI3,100,SOAR-DEAV-FLOW,AL,Jacquie Foss,,,,,,,,,0419
-135.444926390869,57.4167480732006,44795,2553,S0420,S04,E000-1948,1986P,-1948,,1948,N,N,N,BASH,ALSI3,100,SOAR-DEAV-FLOW,AL,Jacquie Foss,,,,,,,,,0420
-135.475692063654,57.5325084946383,44796,2557,S0424,S04,E000-1948,1986P,-1948,,1948,N,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,Jacquie Foss,,,,,,,,,0424
-135.476038980485,57.5321204515927,44797,2558,S0425,S04,E000-1948,1986P,-1948,,1948,N,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,Jacquie Foss,,,,,,,,,0425
-135.478869044959,57.5305887251935,44798,2559,S0426,S04,E00001992,1995P,1992,1986,1997,N,N,N,BATR,ALRU2,70,SOAR-DEAV-FLOW,UN,Jacquie Foss,,,,,,,,,0426
-135.503346318314,57.5036703559737,44799,2561,S0428,S04,E00001981,1986P,1981,1976,1986,N,N,N,BARE,ALRU2,50,TRZO-DEFL-FLOW,PV,Jacquie Foss,,,,,,,,,0428
-135.465503101868,57.5020176206849,44800,2562,S0429,S04,E000-1948,1986P,-1948,,1948,N,N,Y,BASH,ALSI3,60,SOAR-DEAV-FLOW,PV,Jacquie Foss,,,,,,,,,0429
-135.483519051148,57.5011876489935,44801,2563,S0430,S04,E00001962,1986P,1962,1948,1976,N,N,Y,BATR,ALRU2,80,SOAR-DEAV-FLOW,PV,Jacquie Foss,,,,,,,,,0430
-135.517628206702,57.4805689212217,44802,2565,S0432,S04,E00001962,1986P,1962,1948,1976,N,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,PV,Jacquie Foss,,,,,,,,,0432
-135.50737811363,57.5054733363375,44803,2566,S0433,S04,E000-1948,1986P,-1948,,1948,N,N,N,BATR,PISI,100,SOAR-DEAV-FLOW,PV,Jacquie Foss,,,,,,,,,0433
-135.532310948535,57.4891561858711,44804,2567,S0434,S04,E00001962,1986P,1962,1948,1976,N,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,Jacquie Foss,,,,,,,,,0434
-135.221334365994,57.4469235412224,44805,2588,S0455,S04,E00001982,1989P,1982,1976,1989,N,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,Jacquie Foss,,,,,,,,,0455
-135.206028155301,57.45232795643,44806,2589,S0456,S04,E00001982,1989P,1982,1976,1989,N,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,PV,Jacquie Foss,,,,,,,,,0456
-135.229485951139,57.4282121233004,44807,2592,S0459,S04,E00001962,1989P,1962,1948,1976,N,N,Y,BATR,ALRU2,100,TRZO-DEFL-FLOW,AL,Jacquie Foss,,,,,,,,,0459
-135.22971425462,57.4252188613142,44808,2593,S0460,S04,E00001962,1989P,1962,1948,1976,N,N,N,BATR,ALRU2,85,TRZO-DEFL-FLOW,AL,Jacquie Foss,,,,,,,,,0460
-135.232609008722,57.4248753298859,44809,2594,S0461,S04,E00001962,1989P,1962,1948,1976,N,N,N,BASH,ALSI3,100,SOAR-DEAV-FLOW,AL,Jacquie Foss,,,,,,,,,0461
-135.302319790223,57.5057827201212,44810,2606,S0473,S04,E000-1948,1976P,-1948,,1948,N,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,CO,Jacquie Foss,,,,,,,,,0473
-135.320350761447,57.4370712835398,44811,2607,S0474,S04,E00001968,1976P,1968,1948,1976,N,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,CO,Jacquie Foss,,,,,,,,,0474
-135.395994782713,57.4235465784227,44812,2610,S0477,S04,E000-1948,1976P,-1948,,1948,N,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,PV,Jacquie Foss,,,,,,,,,0477
-134.968379468377,57.5167173220495,44813,2611,S0478,FSL3,E000-1948,1976P,-1948,,1948,N,N,Y,BATR,ALRU2,90,SOAR-DEAV-FLOW,AL,Jacquie Foss,87,,,,,,,,0478
-135.896047093893,57.4068406147089,44814,7196,S1430,T11,E000-1929,1997P,-1929,,1929,N,N,N,BASH,ALSI3,50,SOAR-DEAV-FLOW,AL,JACQUIE Foss,,,,,,,,,
-135.895091937266,57.4077334478362,44815,7197,S1431,T11,E000-1929,1997P,-1929,,1929,N,N,N,BASH,ALSI3,50,SOAR-DEAV-FLOW,AL,JACQUIE Foss,,,,,,,,,
-135.894185857624,57.4085893809568,44816,7198,S1432,T11,E000-1929,1997P,-1929,,1929,N,N,N,BASH,ALSI3,50,SOAR-DEAV-FLOW,AL,JACQUIE Foss,,,,,,,,,
-135.891712312986,57.4097326483075,44817,7199,S1433,T11,E000-1929,1997P,-1929,,1929,N,N,N,BATR,PISI,50,SOAR-DEAV-FLOW,CO,JACQUIE Foss,,,,,,,,,
-135.889205687359,57.4109048056627,44818,7200,S1434,T11,E000-1929,1997P,-1929,,1929,N,N,N,BASH,ALSI3,50,SOAR-DEAV-FLOW,AL,JACQUIE Foss,,,,,,,,,
-135.45126788969,57.6901473936165,44819,6777,S1205,T11,E00001962,1997P,1962,1948,1976,N,N,N,BASH,ALSI3,100,SOAR-DEAV-FLOW,AL,JACQUIE Foss,,,,,,,,,
-135.487068288399,57.7325038984833,44820,6781,S1198,T11,E000-1948,1997P,-1948,,1948,N,N,Y,BATR,ALSI3,100,TRZO-DEFL-FLOW,AL,JACQUIE Foss,,,,,,,,,
-135.503759250915,57.6524776083584,44821,6782,S1199,T11,E000-1948,1997P,-1948,,1948,N,N,Y,BATR,PISI,100,TRZO-DEFL-FLOW,CO,JACQUIE Foss,,,,,,,,,
-135.549275632514,57.672079591159,44822,6783,S1200,T11,E00001991,1997P,1991,1986,1997,N,N,Y,BASH,ALSI3,30,TRZO-DEFL-FLOW,AL,JACQUIE Foss,,,,,,,,,
-135.563043212747,57.6795643899526,44823,6784,S1201,T11,E000-1948,1997P,-1948,,1948,N,N,N,BASH,ALSI3,100,SOAR-DEAV-FLOW,AL,JACQUIE Foss,,,,,,,,,
-135.568065603757,57.6824867211442,44824,6785,S1202,T11,E000-1948,1997P,-1948,,1948,N,N,Y,BASH,ALSI3,80,SOAR-DEAV-FLOW,AL,JACQUIE Foss,,,,,,,,,
-135.566635413148,57.6796800344091,44825,6786,S1203,T11,E000-1948,1997P,-1948,,1948,N,N,Y,BASH,ALSI3,80,SOAR-DEAV-FLOW,AL,JACQUIE Foss,,,,,,,,,
-135.705274153102,57.7023306490977,44826,6795,S1206,T11,E000-1929,1997P,-1929,,1929,N,N,N,BATR,PISI,100,SOAR-DEAV-FLOW,CO,JACQUIE Foss,,,,,,,,,
-135.612308808916,57.699568692171,44827,6796,S1207,T11,E000-1929,1997P,-1929,,1929,N,N,Y,BATR,PISI,100,SOAR-DEAV-FLOW,CO,JACQUIE Foss,,,,,,,,,
-135.610148244336,57.6988543875096,44828,6797,S1208,T11,E000-1929,1997P,-1929,,1929,N,N,N,BATR,PISI,100,SOAR-DEAV-FLOW,CO,JACQUIE Foss,,,,,,,,,
-135.716088511279,57.5594193520255,44829,6819,S1255,T11,E000-1929,1997P,-1929,,1929,N,N,N,BASH,PISI,100,SOAR-DEAV-FLOW,AL,JACQUIE Foss,,,,,,,,,
-135.714447360212,57.5615041892355,44830,6820,S1256,T11,E000-1929,1997P,-1929,,1929,N,N,N,BATR,PISI,85,SOAR-DEAV-FLOW,CO,JACQUIE Foss,,,,,,,,,
-135.730629009094,57.5564600238905,44831,6822,S1258,T11,E00001938,1997P,1938,1929,1948,N,N,Y,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,JACQUIE Foss,,,,,,,,,
-135.719404829108,57.5604165715089,44832,6824,S1260,T11,E000-1929,1997P,-1929,,1929,N,N,N,BATR,PISI,100,SOAR-DEAV-FLOW,CO,JACQUIE Foss,,,,,,,,,
-135.715384995588,57.5466922413572,44833,6825,S1261,T11,E00001981,1997P,1981,1976,1986,N,N,Y,BASH,ALSI3,50,SOAR-DEAV-FLOW,AL,JACQUIE Foss,,,,,,,,,
-135.841065577298,57.4038529230129,44834,6830,S1378,T11,E00001962,1997P,1962,1948,1976,N,N,Y,BATR,PISI,100,SOAR-DEAV-FLOW,CO,JACQUIE Foss,,,,,,,,,
-135.845551006787,57.4059407843027,44835,6831,S1379,T11,E00001962,1997P,1962,1948,1976,N,N,N,BASH,ALSI3,100,SOAR-DEAV-FLOW,AL,JACQUIE Foss,,,,,,,,,
-135.855937514492,57.4635702137123,44836,6832,S1380,T11,E00001962,1997P,1962,1948,1976,N,N,N,BATR,PISI,100,SOAR-DEAV-FLOW,CO,JACQUIE Foss,,,,,,,,,
-135.848442058755,57.4596128969093,44837,6833,S1381,T11,E00001962,1997P,1962,1948,1976,N,N,Y,BATR,PISI,100,SOAR-DEAV-FLOW,CO,JACQUIE Foss,,,,,,,,,
-135.594269569258,57.4483191322687,44838,6834,S1228,T11,E00001962,1997P,1962,1948,1976,N,N,N,BATR,ALRU2,75,SOAR-DEAV-FLOW,AL,JACQUIE Foss,,,,,,,,,
-135.585798857396,57.4501283605089,44839,6835,S1229,T11,E00001962,1997P,1962,1948,1976,N,N,N,BATR,PISI,100,SOAR-DEAV-FLOW,CO,JACQUIE Foss,,,,,,,,,
-135.61415586922,57.477519277781,44840,6836,S1230,T11,E00001938,1997P,1938,1929,1948,N,N,N,BASH,ALSI3,100,SOAR-DEAV-FLOW,AL,JACQUIE Foss,,,,,,,,,
-135.582084530288,57.4873393594279,44841,6837,S1231,T11,E00001938,1997P,1938,1929,1948,N,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,JACQUIE Foss,,,,,,,,,
-135.622724578422,57.5091688119458,44842,6838,S1232,T11,E00001938,1997P,1938,1929,1948,N,N,Y,BATR,PISI,100,SOAR-DEAV-FLOW,CO,JACQUIE Foss,,,,,,,,,
-135.616376134006,57.5595447420232,44843,6840,S1234,T11,E00001962,1997P,1962,1966,1976,N,N,N,BATR,PISI,100,SOAR-DEAV-FLOW,CO,JACQUIE Foss,,,,,,,,,
-135.644960630457,57.4607909434453,44844,6841,S1237,T11,E00001985,1997P,1985,1976,1997,N,N,Y,BASH,ALSI3,40,SOAR-DEFL-FLOW,AL,JACQUIE Foss,,,,,,,,,
-135.765837047553,57.419783894019,44845,6859,S1268,T11,E00001985,1997P,1985,1976,1997,N,N,Y,BATR,ALRU2,50,SOAR-DEAV-FLOW,AL,JACQUIE Foss,,,,,,,,,
-135.746428344739,57.6410160509973,44846,6867,S1276,T11,E000-1929,1997P,-1929,,1929,N,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,JACQUIE Foss,,,,,,,,,
-135.780081588116,57.6472038128128,44847,6872,S1281,T11,E00001981,1997P,1981,1976,1986,N,N,Y,BATR,PISI,15,SOAR-DEAV-FLOW,CO,JACQUIE Foss,,,,,,,,,
-135.758539527404,57.5885108081171,44848,6874,S1283,T11,E00001962,1997P,1962,1948,1976,N,N,Y,BASH,ALSI3,100,SOAR-DEAV-FLOW,AL,JACQUIE Foss,,,,,,,,,
-135.74987286981,57.5870039524489,44849,6875,S1284,T11,E000-1929,1997P,-1929,,1929,N,N,Y,BARE,ALSI3,10,SOAR-DEFL-FLOW,UN,JACQUIE Foss,,,,,,,,,
-135.762858552121,57.558433212006,44850,6900,S1286,T11,E000-1929,1997P,-1929,,1929,N,N,Y,BASH,ALSI3,80,SOAR-DEAV-FLOW,AL,JACQUIE Foss,,,,,,,,,
-135.74941443816,57.4549108298654,44851,6902,S1288,T11,E000-1929,1997P,-1929,,1929,N,N,Y,BATR,PISI,100,SOAR-DEAV-FLOW,CO,JACQUIE Foss,,,,,,,,,
-135.797549093749,57.6147656147685,44852,6906,S1292,T11,E00001938,1997P,1938,1929,1948,N,N,Y,BATR,ALSI3,100,SOAR-DEAV-FLOW,AL,JACQUIE Foss,,,,,,,,,
-135.804963671229,57.635379863277,44853,6907,S1293,T11,E00001981,1997P,1981,1976,1986,N,N,N,BARE,PISI,10,SOAR-DEAV-FLOW,UN,JACQUIE Foss,,,,,,,,,
-135.786734599121,57.6765129922768,44854,6908,S1294,T11,E000-1929,1997P,-1929,,1929,N,N,Y,BATR,PHAR3,90,SOAR-DEFL-FLOW,PV,JACQUIE Foss,,,,,,,,,
-135.778630405246,57.6762812875034,44855,6909,S1295,T11,E000-1929,1997P,-1929,,1929,N,N,Y,BATR,PISI,90,SOAR-DEFL-FLOW,CO,JACQUIE Foss,,,,,,,,,
-135.784451918311,57.6753756066418,44856,6910,S1296,T11,E000-1929,1997P,-1929,,1929,N,N,N,BATR,PISI,100,SOAR-DEAV-FLOW,CO,JACQUIE Foss,,,,,,,,,
-135.859324437676,57.6799834172624,44857,6912,S1298,T11,E00001991,1997P,1991,1986,1997,N,N,N,BARE,,0,SOAR-DEAV-FLOW,UN,JACQUIE Foss,,,,,,,,,
-135.85114891726,57.6501671180442,44858,6913,S1299,T11,E000-1929,1997P,-1929,,1929,N,N,N,BATR,PISI,100,SOAR-DEAV-FLOW,CO,JACQUIE Foss,,,,,,,,,
-135.904563738694,57.7214539086638,44859,6917,S1303,T11,E00001962,1997P,1962,1948,1976,N,N,N,BAGR,PHAR3,100,SOAR-ROFA-COMP,PV,JACQUIE Foss,,,,,,,,,
-136.148424986327,57.7107690340283,44860,6979,S1314,T11,E00001963,1997P,1963,1948,1976,N,N,Y,BASH,ALSI3,100,SOAR-DEAV-FLOW,AL,JACQUIE Foss,,,,,,,,,
-136.168812365274,57.728017083612,44861,6981,S1316,T11,E00001963,1997P,1963,1948,1976,N,N,Y,BASH,ALSI3,75,SOAR-DEAV-FLOW,AL,JACQUIE Foss,,,,,,,,,
-135.951902699021,57.478477615021,44862,7019,S1349,T11,E000-1929,1997P,-1929,,1929,N,N,N,BATR,PISI,100,SOAR-DEAV-FLOW,CO,JACQUIE Foss,,,,,,,,,
-135.992212141425,57.5068635334379,44863,7020,S1350,T11,E000-1929,1997P,-1929,,1929,N,N,Y,BATR,PISI,100,SOAR-DEAV-FLOW,CO,JACQUIE Foss,,,,,,,,,
-135.991366806009,57.5196859413281,44864,7021,S1351,T11,E000-1929,1997P,-1929,,1929,N,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,JACQUIE Foss,,,,,,,,,
-135.964758909278,57.5460225108456,44865,7022,S1352,T11,E000-1929,1997P,-1929,,1929,N,N,N,BATR,PISI,100,SOAR-DEAV-FLOW,CO,JACQUIE Foss,,,,,,,,,
-135.968407254042,57.5430081723522,44866,7023,S1353,T11,E00001938,1997P,1938,1929,1948,N,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,JACQUIE Foss,,,,,,,,,
-135.989781175993,57.5679497916718,44867,7024,S1354,T11,E00001962,1997P,1962,1948,1976,N,N,N,BARE,,0,SOAR-DEAV-FLOW,UN,JACQUIE Foss,,,,,,,,,
-135.986498536963,57.5646323302278,44868,7025,S1355,T11,E000-1929,1997P,-1929,,1929,N,N,N,BATR,PISI,100,SOAR-DEAV-FLOW,CO,JACQUIE Foss,,,,,,,,,
-135.965200979145,57.5802140561462,44869,7026,S1356,T11,E00001985,1997P,1985,1976,1997,N,N,N,BARE,,0,SOAR-DEAV-FLOW,UN,JACQUIE Foss,,,,,,,,,
-135.980308737093,57.6023490664584,44870,7027,S1357,T11,E000-1929,1997P,-1929,,1929,N,N,Y,BATR,PISI,100,SOAR-DEAV-FLOW,CO,JACQUIE Foss,,,,,,,,,
-136.000521148651,57.613264586208,44871,7028,S1358,T11,E00001962,1997P,1962,1948,1976,N,N,Y,BATR,ALRU2,90,SOAR-DEAV-FLOW,AL,JACQUIE Foss,,,,,,,,,
-135.989736409862,57.6059952949695,44872,7029,S1359,T11,E000-1929,1997P,-1929,,1929,N,N,Y,BATR,PISI,100,SOAR-DEAV-FLOW,CO,JACQUIE Foss,,,,,,,,,
-135.979235160882,57.5983080226955,44873,7030,S1360,T11,E000-1929,1997P,-1929,,1929,N,N,N,BATR,PISI,100,SOAR-DEAV-FLOW,CO,JACQUIE Foss,,,,,,,,,
-135.999267036846,57.6234050902071,44874,7031,S1361,T11,E00001962,1997P,1962,1948,1976,N,N,N,BATR,PISI,100,SOAR-DEAV-FLOW,CO,JACQUIE Foss,,,,,,,,,
-136.117066787791,57.673372865486,44875,7062,S1329,T11,E000-1929,1997P,-1929,,1929,N,N,N,BATR,ALSI3,100,SOAR-DEAV-FLOW,AL,JACQUIE Foss,,,,,,,,,
-136.096497894564,57.6745862085681,44876,7064,S1331,T11,E00001985,1997P,1985,1976,1997,N,N,N,BARE,ALSI3,25,SOAR-DEAV-FLOW,UN,JACQUIE Foss,,,,,,,,,
-136.083001230494,57.7071633489822,44877,7065,S1332,T11,E00001985,1997P,1985,1976,1997,N,N,Y,BARE,PISI,25,SOAR-DEAV-FLOW,UN,JACQUIE Foss,,,,,,,,,
-136.10669508222,57.7158363482358,44878,7066,S1333,T11,E00001985,1997P,1985,1976,1997,N,N,Y,BARE,PISI,10,SOAR-DEAV-FLOW,UN,JACQUIE Foss,,,,,,,,,
-135.86360655247,57.4311952641415,44879,7088,S1370,T11,E000-1929,1997P,-1929,,1929,N,N,N,BASH,ALSI3,60,SOAR-DEAV-FLOW,AL,JACQUIE Foss,,,,,,,,,
-135.943436125037,57.5243243644541,44880,7089,S1371,T11,E00001986,1997P,1986,1976,1997,N,N,N,BARE,,0,SOAR-DEAV-FLOW,UN,JACQUIE Foss,,,,,,,,,
-135.935025740912,57.5409457744144,44881,7090,S1372,T11,E000-1929,1997P,-1929,,1929,N,N,N,BASH,ALSI3,100,SOAR-DEAV-FLOW,AL,JACQUIE Foss,,,,,,,,,
-135.927410653761,57.5477609134353,44882,7092,S1374,T11,E000-1929,1997P,-1929,,1929,N,N,N,BASH,ALSI3,100,SOAR-DEAV-FLOW,AL,JACQUIE Foss,,,,,,,,,
-135.936307262421,57.5934710372534,44883,7093,S1375,T11,E00001962,1997P,1962,1948,1976,N,N,N,BASH,ALSI3,100,SOAR-DEAV-FLOW,AL,JACQUIE Foss,,,,,,,,,
-135.97123688962,57.6374069571717,44884,7099,S1400,T11,E00001962,1997P,1962,1948,1976,N,N,Y,BASH,ALSI3,40,SOAR-DEAV-FLOW,AL,JACQUIE Foss,,,,,,,,,
-135.960614977195,57.6289133859319,44885,7100,S1401,T11,E000-1929,1997P,-1929,,1929,N,N,N,BASH,ALSI3,100,SOAR-DEAV-FLOW,AL,JACQUIE Foss,,,,,,,,,
-135.839951086724,57.4745946619162,44886,7115,S1382,T11,E00001962,1997P,1962,1948,1976,N,N,N,BATR,PISI,100,SOAR-DEAV-FLOW,CO,JACQUIE Foss,,,,,,,,,
-135.860961704301,57.4893431324933,44887,7116,S1383,T11,E00001985,1997P,1985,1976,1997,N,N,Y,BATR,PISI,50,SOAR-DEAV-FLOW,CO,JACQUIE Foss,,,,,,,,,
