X,Y,OBJECTID,TNF_LS_NO,SLIDE_NO,INVENTORY,CONFID_DAT,YR_INT_TYP,YR_OCCURANCE,LATEST_YEAR_NOTSEEN,FIRST_YEAR_SEEN,TREATMENT,RD_RELATED,STRM_IMPAC,PRED_COVER,COVER_SPP,COVER_PERCENT,FAIL_TYPE,VEG_CLASS,EXAMINER,SLOPE_PER,SLOPE_SHA,BDRK_F_ZON,PM_F_ZONE,LANDSLIDE_NAME,LANDWEHR_N,GROUPED_SL,RECURRANCE,NUMBER_
-131.818534154692,55.7460901755977,40653,9535,K1383,T11,E00001960,2008P,1960,1948,1973,N,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,Darin Silkworth,,,,,,,,,
-131.823858481156,55.7679867307995,40654,9536,K1384,T11,E000-1929,2006P,-1929,,1929,N,N,N,BATR,PISI,100,SOAR-DEFL-FLOW,CO,Darin Silkworth,,,,,,,,,
-132.647327521461,55.810263854718,40655,10373,T2020,SS,E00001968,2006P,1968,1948,1972,N,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,CO,Darin Silkworth,,,,,,,,,
-132.765539609106,55.8510343835501,40656,11934,T2039,TNB1,E000-1948,2006P,-1948,,1948,,N,N,BASH,CON1,100,SOAR-DEAV-FLOW,AL,Dennis Landwehr,,,,,,  1,Y,,0195
-132.762330813862,55.8468769750314,40657,11935,T2040,TNB1,E000-1948,2006P,-1948,,1948,,N,N,BASH,ALSI3,100,TRZO-DEFL-FLOW,AL,Dennis Landwehr,,,,,,  1,Y,,0195
-132.758431295882,55.8434687796082,40658,3003,T1917,TNB1,E000-1948,2006P,-1948,,1948,,N,N,BASH,ALSI3,100,SOAR-DEAV-FLOW,AL,Dennis Landwehr,,,,,,  1,Y,,0195
-132.754363895872,55.8356274772302,40659,3005,T0197,TNB1,E000-1948,2006P,-1948,,1948,,N,N,BASH,ALSI3,90,SOAR-DEAV-FLOW,CO,Dennis Landwehr,,,,,,  3,Y,,0197
-132.748035813633,55.834445955145,40660,11933,T2038,TNB1,E000-1948,2006P,-1948,,1948,,N,N,BASH,ALSI3,90,SOAR-DEAV-FLOW,CO,Darin Silkworth,,,,,,  3,Y,,0197
-133.878231774421,55.8490116012948,40661,11942,T2047,T12,E00001960,2006P,1960,1948,1972,,N,N,BATR,ALRU2,50,SOAR-DEAV-FLOW,PV,Darin Silkworth,,,,,,,,,
-133.876381210017,55.8485434635657,40662,11943,T2048,T12,E00001979,2006P,1979,1972,1985,,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,Darin Silkworth,,,,,,,,,
-133.874895779487,55.8477197967869,40663,11944,T2049,T12,E00001979,2006P,1979,1972,1985,,N,N,BATR,ALRU2,50,SOAR-DEAV-FLOW,PV,Darin Silkworth,,,,,,,,,
-133.553591253579,55.763285173738,40664,11947,T2052,T12,E00001994,2006P,1994,1990,1997,,N,N,BATR,ALRU2,50,SOAR-DEAV-FLOW,PV,Darin Silkworth,,,,,,,,,
-131.783118858363,55.8057122075593,40665,12009,K1652,T12,E00001960,2007P,1960,1948,1973,N,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,Darin Silkworth,,,,,,,,,
-132.675677918485,55.7745660748063,40666,12074,T2055,T12,E00001975,2006P,1975,1971,1979,,Y,N,BARE,ALRU2,20,SOAR-DEAV-FLOW,UN,Darin Silkworth,,,,,,,,,
-132.675514473181,55.7739332798326,40667,12075,T2056,T12,E00001975,2006P,1975,1971,1979,,Y,N,BATR,ALRU2,80,SOAR-DEAV-FLOW,AL,Darin Silkworth,,,,,,,,,
-131.665422437948,55.8023009343927,40668,12071,K1663,T12,E00002002,2008P,2002,1997,2008,,Y,N,BARE,ALRU2,5,SOAR-DEAV-FLOW,UN,Darin Silkworth,,,,,,,,,
-132.598416091824,55.7811404768604,40669,12238,T2088,T15,K00012014,2014P,2014,2006,2014,,N,Y,BARE,,0,SOAR-DEAV-FLOW,UN,Darin Silkworth,,,,,,,,,
-132.565823196874,55.8092426464197,40670,12239,T2089,T15,K00012014,2014P,2014,2006,2014,,N,N,BARE,,0,SOAR-DEAV-FLOW,UN,Darin Silkworth,,,,,,,,,
-132.58798086284,55.8235588341797,40671,12240,T2090,T15,E00002008,2011P,2008,2006,2011,,N,N,BARE,,0,SOAR-DEAV-FLOW,UN,Darin Silkworth,,,,,,,,,
-132.621268172493,55.8454490003056,40672,12241,T2091,T15,K00002005,2006P,2005,2005,2006,,N,N,BARE,,0,SOAR-DEAV-FLOW,UN,Darin Silkworth,,,,,,,,,
-132.618060623152,55.8454885947661,40673,12242,T2092,T15,E00002009,2014P,2009,2006,2011,,N,N,BARE,,0,SOAR-DEAV-FLOW,UN,Darin Silkworth,,,,,,,,,
-132.619243521227,55.8453613955968,40674,12243,T2093,T15,E00002009,2014P,2009,2006,2011,,N,N,BARE,,0,SOAR-DEAV-FLOW,UN,Darin Silkworth,,,,,,,,,
-132.978270647962,55.7592314544556,40675,12245,T2095,T15,K00012014,2014P,2014,2008,2014,,N,N,BARE,PHAR3,80,SOAR-DEAV-FLOW,UN,Darin Silkworth,,,,,,,,,
-133.005006067489,55.765001491586,40676,12246,T2096,T15,K00012014,2014P,2014,2008,2014,,N,N,BARE,,0,SOAR-DEAV-FLOW,UN,Darin Silkworth,,,,,,,,,
-133.004295288189,55.7600813417145,40677,12247,T2097,T15,K00012014,2014P,2014,2008,2014,,N,Y,BARE,,0,SOAR-DEAV-FLOW,UN,Darin Silkworth,,,,,,,,,
-131.495802668391,55.7368623606771,40678,13274,K0274,T11,E00001988,2008P,1988,1985,1991,N,N,N,BATR,ALRU2,95,SOAR-DEAV-FLOW,AL,Darin Silkworth,,,,,,,,,0274
-132.531772959285,55.8163945122764,40679,3135,T0328,TNB1,E00001960,2006P,1960,1948,1971,,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,Dennis Landwehr,,,,,,48,,,0328
-132.597689752659,55.7831702649561,40680,3211,T0403,TNB2,K10261993,2006P,1993,1991,1997,,N,N,BAGR,PHAR3,80,SOAR-DEAV-FLOW,AL,Dennis Landwehr,,,,,,94,,,0403
-132.597652995149,55.7798351139753,40681,12237,T2087,T15,K00012014,2014P,2014,2006,2014,,Y,N,BARE,,0,SOAR-DEAV-FLOW,UN,Darin Silkworth,,,,,,,,,
-132.664774571576,55.7796729963481,40682,2963,T0156,TNB1,E00001968,2006P,1968,1948,1971,N,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,CO,Dennis Landwehr,,,,,1968 North Thorne Storm Event, 68,,,0156
-132.597120095137,55.7799403420512,40683,18818,T0406,T19,K10261993,2006P,1993,1991,1997,,N,N,BARE,CON1,25,SOAR-DEAV-FLOW,UN,Dennis Landwehr,,,,,,,,,
-132.587552077236,55.8134965412838,40684,3125,T0318,TNB1,E00002001,2006P,2001,1997,2005,,N,Y,BARE,,0,SOAR-DEFL-FLOW,AL,Dennis Landwehr,,,,,,9,,,0318
-132.834990428787,55.9125070382505,40685,4404,T1597,T09,E00002001,2006P,2001,1997,2005,,N,N,BARE,CON1,25,SOAR-DEAV-FLOW,UN,Dennis Landwehr,,,,,,,,,
-132.968878058123,55.8853028481226,40686,4405,T1598,T09,E00002001,2006P,2001,1997,2005,,N,N,BARE,CON1,25,SOAR-DEAV-FLOW,PV,Dennis Landwehr,,,,,,,,,
-132.794911752955,55.9116429770244,40687,4406,T1599,T09,E00002001,2006P,2001,1997,2005,,N,N,BATR,ALRU2,80,SOAR-DEAV-FLOW,AL,Darin Silkworth,,,,,,,,,
-132.792968701947,55.9120974063017,40688,4407,T1600,T09,E00001994,2006P,1994,1991,1997,,N,Y,BATR,ALRU2,95,SOAR-DEFL-FLOW,AL,Darin Silkworth,,,,,,,,,
-132.785549859267,55.912410552368,40689,4408,T1601,T09,E00001994,2006P,1994,1997,2005,,N,N,BATR,ALRU2,20,SOAR-DEAV-FLOW,PV,Darin Silkworth,,,,,,,,,
-132.742380656732,55.9173616445567,40690,4409,T1602,T09,E00002001,2006P,2001,1997,2005,,N,Y,BAGR,PHAR3,80,SOAR-DEAV-FLOW,PV,Dennis Landwehr,,,,,,,,,
-132.738837439909,55.9229941490388,40691,4410,T1603,T09,E00002001,2006P,2001,1997,2005,,N,Y,BARE,,0,SOAR-DEAV-FLOW,UN,Darin Silkworth,,,,,,,,,
-132.699641319482,55.8855697588589,40692,4411,T1604,T09,E00002001,2006P,2001,1997,2005,,N,N,BARE,PHAR3,10,SOAR-DEAV-FLOW,PV,Darin Silkworth,,,,,,,,,
-132.781292556325,55.889445175096,40693,4412,T1605,T09,E00001988,2006P,1988,1985,1991,,N,N,BATR,ALRU2,65,SOAR-DEAV-FLOW,AL,Dennis Landwehr,,,,,,,,,
-133.236772432256,55.9378319411994,40694,5743,T1724,T10,E00001993,2006P,1993,1991,1997,,N,Y,BARE,CON1,50,SOAR-DEAV-FLOW,AL,Dennis Landwehr,,,,,,,,,
-133.186090418953,55.9229160066048,40695,5744,T1725,T10,E00002001,2006P,2001,1997,2006,,N,Y,BARE,ALRU2,35,TRZO-DEFL-FLOW,AL,Darin Silkworth,,,,,,,,,
-133.076283511242,55.9277548234057,40696,5754,T1734,T10,E00002001,2006P,2001,1997,2005,,N,N,BARE,,0,SOAR-DEAV-FLOW,UN,Darin Silkworth,,,,,,,,,
-133.890822992009,55.8977921610684,40697,6292,T1850,T10,E000-1948,2006P,-1948,,1948,,N,N,BASH,ALSI3,100,SOAR-DEAV-FLOW,AL,Darin Silkworth,,,,,,,,,
-133.891953885009,55.9019059268702,40698,6293,T1851,T10,E000-1948,2006P,-1948,,1948,,N,N,BASH,ALSI3,100,TRZO-DEFL-FLOW,AL,Darin Silkworth,,,,,,,,,
-133.895267564764,55.9028060543838,40699,6294,T1852,T10,E000-1948,2006P,-1948,,1948,,N,N,BAGR,PHAR3,90,SOAR-DEFL-FLOW,PV,Darin Silkworth,,,,,,,,,
-133.896262898455,55.9019074262475,40700,6295,T1853,T10,E000-1948,2006P,-1948,,1948,,N,N,BARE,ALSI3,50,SOAR-DEAV-FLOW,AL,Darin Silkworth,,,,,,,,,
-133.874464184578,55.9049152113721,40701,6296,T1854,T10,E000-1948,2006P,-1948,,1948,,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,Darin Silkworth,,,,,,,,,
-133.860544569915,55.9044290863876,40702,6297,T1855,T10,E00001991,2006P,1991,1985,1997,,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,Darin Silkworth,,,,,,,,,
-133.858882273393,55.8927396267253,40703,6298,T1856,T10,E000-1948,2006P,-1948,,1948,,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,Darin Silkworth,,,,,,,,,
-133.849272149457,55.8841239581849,40704,6299,T1857,T10,E00001978,2006P,1978,1971,1985,,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,Darin Silkworth,,,,,,,,,
-131.675617696838,55.8878886038089,40705,1186,K0177,T11,E00001979,2008P,1979,1973,1985,N,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,Darin Silkworth,,,,,,,,,0177
-131.67477846388,55.8882000739286,40706,1187,K0178,T11,E00001979,2008P,1979,1973,1985,N,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,Darin Silkworth,,,,,,,,,0178
-131.663098549141,55.8940320055921,40707,1188,K0179,T11,E00001960,2008P,1960,1948,1973,N,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,Darin Silkworth,,,,,,,,,0179
-131.629114468714,55.8931583204602,40708,1190,K0181,T11,E00001988,2007P,1988,1985,1991,N,N,Y,BATR,ALRU2,60,SOAR-DEAV-FLOW,AL,Darin Silkworth,,,,,,,,,0181
-131.635140206624,55.8671031996349,40709,1191,K0182,T11,E000-1929,2008P,-1929,,1929,N,N,N,BATR,ALRU2,80,SOAR-DEAV-FLOW,UN,Darin Silkworth,,,,,,,,,0182
-131.64049235719,55.8625319108754,40710,1193,K0183,T11,E00001988,2008P,1988,1985,1991,N,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,Darin Silkworth,,,,,,,,,0183
-131.597159300488,55.8568781670833,40711,1248,K0237,FSL1,E00001960,2008P,1960,1948,1973,N,N,N,BATR,PISI,100,SOAR-DEAV-FLOW,CO,Darin Silkworth,,,,,,,,,0237
-131.602491521384,55.8596695733168,40712,1249,K0238,FSL1,E00001960,2008P,1960,1948,1973,N,N,N,BATR,PISI,100,SOAR-DEAV-FLOW,CO,Darin Silkworth,,,,,,,,,0238
-131.561775970702,55.8843299581123,40713,1250,K0386,T11,E00001960,2008P,1960,1973,1991,N,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,Darin Silkworth,,,,,,,,,0238
-131.552811632223,55.870171667412,40714,1251,K0239,T11,E000-1929,2008P,-1929,,1929,N,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,Darin Silkworth,,,,,,,,,0239
-131.550653433077,55.868209295723,40715,1252,K0240,T11,E000-1929,2008P,-1929,,1929,N,N,N,BATR,ALRU2,100,TRZO-DEFL-FLOW,AL,Darin Silkworth,,,,,,,,,0240
-131.554837710455,55.8657322221273,40716,1253,K0241,T11,E000-1929,2008P,-1929,,1929,N,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,Darin Silkworth,,,,,,,,,0241
-131.546105642518,55.8659604823763,40717,1254,K0242,T11,E000-1929,2008P,-1929,,1929,N,N,Y,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,Darin Silkworth,,,,,,,,,0242
-131.541174473673,55.8676036410798,40718,1255,K0243,T11,E000-1929,2008P,-1929,,1929,N,N,Y,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,Darin Silkworth,,,,,,,,,
-131.544824274932,55.8627931755631,40719,1256,K0244,T11,E00001960,2008P,1960,1948,1973,N,N,N,BATR,ALRU2,100,SOAR-DEFL-FLOW,AL,Darin Silkworth,,,,,,,,,0244
-131.509026781234,55.8530054186933,40720,1300,K0285,T11,E00001938,2008P,1938,1929,1948,N,N,N,BATR,ALRU2,70,SOAR-DEAV-FLOW,AL,Darin Silkworth,,,,,,,,,0285
-131.531570471614,55.8898790644288,40721,1301,K0286,T11,E00001960,2005P,1960,1948,1973,N,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,Darin Silkworth,,,,,,,,,0286
-131.530430547754,55.8926957305888,40722,1302,K0287,T11,E00001960,2005P,1960,1948,1973,N,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,Darin Silkworth,,,,,,,,,0287
-131.479140891132,55.8562615989637,40723,1303,K0288,T2_3,E00001960,1991P,1960,1948,1973,N,N,N,BATR,ALRU2,80,SOAR-DEAV-FLOW,AL,Darin Silkworth,,,,,,,,,0288
-131.483050671608,55.8651253063965,40724,1304,K0289,T2_3,E00001960,1991P,1960,1948,1973,N,N,Y,BATR,ALRU2,40,SOAR-DEAV-FLOW,AL,Darin Silkworth,,,,,,,,,0289
-131.483042759292,55.8555818824064,40725,1305,K0290,T11,E000-1929,2008P,-1929,,1929,N,N,N,BATR,PISI,100,SOAR-DEAV-FLOW,PV,Darin Silkworth,,,,,,,,,0290
-131.485476862066,55.8522249710614,40726,1306,K0291,T11,E000-1929,1991P,-1929,,1929,N,N,N,BATR,ALRU2,90,SOAR-DEAV-FLOW,UN,Darin Silkworth,,,,,,,,,0291
-132.91164173526,55.9431743210457,40727,3266,T0459,T04,E00002002,2004F,2002,1997,2004,,N,N,BATR,CON1,100,TRZO-DEFL-FLOW,CO,Pam Frone,,,,,,,,,
-132.911276621286,55.9433202080976,40728,3267,T0460,T04,E00002003,2004F,2003,1997,2004,,N,Y,BATR,CON1,100,TRZO-DEFL-FLOW,CO,Pam Frone,,LC,SCH,COL,,,,,
-132.857145749261,55.9606779038038,40729,3268,T0461,T04,E00002006,2008P,2006,2005,2008,,N,N,BARE,,0,SOAR-DEAV-FLOW,UN,Dennis Landwehr,,CC,SHA,COL,,,,,
-132.855671991933,55.9625019920064,40730,3269,T0462,T04,E00001994,2004F,1994,1991,1997,,N,N,BARE,CON1,10,SOAR-DEAV-FLOW,UN,Dennis Landwehr,,CC,SHL,COL,,,,,
-132.997459160592,55.9495257336405,40731,3270,T0463,T2_3,E00001975,2003F,1975,1971,1979,,N,N,BATR,CON1,100,SOAR-DEAV-FLOW,CO,Becki Saari,,,,,,,,,
-132.869690256438,55.9077249142801,40732,3271,T0464,T2_3,E00001975,2003F,1975,1971,1979,,N,N,BASH,ALSI3,70,SOAR-DEAV-FLOW,UN,Becki Saari,,,,,,,,,
-132.698378700573,55.9255600808497,40733,4025,T1217,TNB1,E00002001,2006P,2001,1997,2005,,N,Y,BARE,CON1,10,SOAR-DEAV-FLOW,CO,Dennis Landwehr,,,,,,26,,Yes,
-132.699081680368,55.9249387437516,40734,4026,T1218,TNB1,E000-1948,2006P,-1948,,1948,,N,N,BASH,ALSI3,100,SOAR-DEAV-FLOW,CO,Dennis Landwehr,,,,,,27,,,
-132.699686333145,55.9243033936676,40735,4027,T1219,TNB1,E000-1948,2006P,-1948,,1948,,N,N,BAGR,CON1,100,SOAR-DEAV-FLOW,CO,Dennis Landwehr,,,,,,28,,,
-132.691516253684,55.9340477787966,40736,4033,T1225,TNB1,E00001960,2006P,1960,1948,1971,,N,Y,BATR,ALRU2,90,TRZO-DEFL-FLOW,AL,Dennis Landwehr,,,,,,34,,,
-132.857315162843,55.9880802056307,40737,4040,T1232,TNB1,E00001988,2006P,1988,1985,1991,,N,Y,BAGR,PISI,70,SOAR-DEAV-FLOW,CO,Dennis Landwehr,,,,,,1,,,
-132.862681889445,55.9837400458805,40738,4041,T1233,TNB1,E00001982,2006P,1982,1979,1985,,N,Y,BATR,ALRU2,90,SOAR-DEAV-FLOW,CO,Dennis Landwehr,,,,,,2,,,
-132.849536676587,55.965408308875,40739,4042,T1234,TNB1,E00001988,2006P,1988,1985,1991,,N,N,BARE,CON1,15,SOAR-DEAV-FLOW,PV,Dennis Landwehr,,,,,,3,,,
-132.849101366409,55.9651252239393,40740,4043,T1235,TNB1,E00001988,2006P,1988,1985,1991,,N,N,BARE,CON1,15,SOAR-DEAV-FLOW,PV,Dennis Landwehr,,,,,,4,,,
-132.837243839873,55.9493476167323,40741,4044,T1236,TNB1,E00001960,2006P,1960,1948,1971,,N,Y,BATR,ALRU2,100,SOAR-DEAV-FLOW,CO,Dennis Landwehr,,,,,,5,,,
-132.863807582388,55.8871063882355,40742,4045,T1237,TNB1,E00001988,2006P,1988,1985,1991,,N,Y,BATR,CON1,100,SOAR-DEAV-FLOW,CO,Dennis Landwehr,,,,,,2,,,
-132.863383190987,55.8863282463006,40743,4046,T1238,TNB1,E00001988,2006P,1988,1985,1991,,N,Y,BARE,PHAR3,100,SOAR-DEAV-FLOW,CO,Dennis Landwehr,,,,,,3,,,
-132.853675870761,55.8837933997107,40744,4047,T1239,TNB1,E00001960,2006P,1960,1948,1971,,N,N,BATR,CON1,100,SOAR-DEAV-FLOW,CO,Darin Silkworth,,,,,,5,,,
-132.837294065971,55.8860317190562,40745,4048,T1240,TNB1,E00001960,2006P,1960,1948,1971,,N,Y,BASH,CON1,100,SOAR-DEAV-FLOW,AL,Darin Silkworth,,,,,,6,,,
-131.437508854745,55.8598043059134,40746,1321,K0304,T2_3,E00001960,1991P,1960,1948,1973,N,N,N,BATR,ALRU2,70,SOAR-DEAV-FLOW,AL,Darin Silkworth,,,,,,,,,0304
-131.434772024679,55.8625963033025,40747,1322,K0305,T11,E00001938,1991P,1938,1929,1948,N,N,N,BATR,ALRU2,90,SOAR-DEAV-FLOW,AL,Darin Silkworth,,,,,,,,,0305
-131.401022773918,55.8676652191242,40748,1323,K0306,FSL1,E00001938,1991P,1938,1929,1948,N,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,Darin Silkworth,,,,,,,,,0306
-131.400296197356,55.8688267132272,40749,1324,K0307,FSL1,E00001960,1991P,1960,1948,1973,N,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,Darin Silkworth,,,,,,,,,0307
-131.399050749592,55.8718921384032,40750,1325,K0308,T2_3,E00001960,1991P,1960,1948,1973,N,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,Darin Silkworth,,,,,,,,,0308
-131.39954621858,55.8739434303309,40751,1326,K0309,FSL1,E00001938,1991P,1938,1929,1948,N,N,Y,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,Darin Silkworth,,,,,,,,,0309
-131.395516213228,55.874236687907,40752,1327,K0310,T2_3,E00001960,1991P,1960,1948,1973,N,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,Darin Silkworth,,,,,,,,,0310
-131.394692157906,55.8759556270236,40753,1328,K0311,T2_3,E00001960,1991P,1960,1948,1973,N,N,N,BATR,PISI,100,SOAR-DEAV-FLOW,AL,Pam Frone,,,,,,,,,0311
-131.393801879628,55.8777869521497,40754,1329,K0312,T2_3,E00001960,1991P,1960,1948,1973,N,N,N,BATR,PISI,100,SOAR-DEAV-FLOW,AL,Pam Frone,,,,,,,,,0312
-131.394439679915,55.8782525860581,40755,1330,K0313,T2_3,E00001960,1991P,1960,1948,1973,N,N,N,BATR,PISI,100,SOAR-DEAV-FLOW,AL,Pam Frone,,,,,,,,,0313
-131.39340995998,55.8786685462051,40756,1331,K0314,T2_3,E00001960,1991P,1960,1948,1973,N,N,N,BATR,PISI,100,SOAR-DEAV-FLOW,AL,Pam Frone,,,,,,,,,0314
-131.393873020431,55.8795424181382,40757,1332,K0315,T2_3,E00001960,1991P,1960,1948,1973,N,N,N,BATR,PISI,100,SOAR-DEAV-FLOW,AL,Pam Frone,,,,,,,,,0315
-131.392572169387,55.8820010283225,40758,1333,K0316,T2_3,E00001960,1991P,1960,1948,1973,N,N,N,BATR,PISI,100,SOAR-DEAV-FLOW,AL,Pam Frone,,,,,,,,,0316
-131.38420826,55.8524076305376,40759,12089,K0321,T11,E000-1929,2008P,-1929,,1929,N,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,Darin Silkworth,,,,,,,,,0321
-134.121485847166,56.0227413265644,40760,1846,P0453,P02,E00001967,1998P,1967,1948,1985,N,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,Pam Frone,,,,,,,,,0453
-134.153719304701,56.0427361256992,40761,1847,P0454,P02,E000-1948,1998P,-1948,,1948,N,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,PV,Pam Frone,,,,,,,,,0454
-134.147916566291,56.0754855122261,40762,1848,P0455,P02,E000-1948,1998P,-1948,,1948,N,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,Pam Frone,,,,,,,,,0455
-134.153090957124,56.0782975144477,40763,1849,P0456,P02,E000-1948,1998P,-1948,,1948,N,N,N,BATR,ALRU2,100,TRZO-DEFL-FLOW,AL,Pam Frone,,,,,,,,,0456
-134.147646136914,56.0962613690644,40764,1850,P0457,FSL1,E000-1948,1998P,-1948,,1948,N,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,Pam Frone,,,,,,,,,0457
-134.147295455539,56.0955323971224,40765,1851,P0458,P02,E000-1948,1998P,-1948,,1948,N,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,Pam Frone,,,,,,,,,0458
-134.146209764108,56.0948424042868,40766,1852,P0459,FSL1,E000-1948,1998P,-1948,,1948,N,N,Y,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,Pam Frone,,,,,,,,,0459
-134.140626434749,56.0909910261349,40767,1854,P0461,P02,E000-1948,1998P,-1948,,1948,N,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,Pam Frone,,,,,,,,,0461
-132.858873683033,55.9597646945597,40768,3328,T0523,T2_3,E00002001,2003F,2001,1997,2005,,N,N,BARE,CON1,10,SOAR-DEAV-FLOW,UN,Dennis Landwehr,,,,,,,,,
-132.858551404094,55.959974085605,40769,3329,T0524,T2_3,E00002001,2003F,2001,1997,2005,,N,Y,BARE,CON1,10,SOAR-DEFL-FLOW,UN,Dennis Landwehr,,,,,,,,,
-132.858688900172,55.9601116705845,40770,3330,T0525,T2_3,E00002001,2003F,2001,1997,2005,,N,N,BARE,,0,SOAR-DEAV-FLOW,UN,Dennis Landwehr,,,,,,,,,
-132.863979547874,55.9603681428205,40771,3331,T0526,T2_3,E00002001,2003F,2001,1997,2005,,N,Y,BARE,,0,SOAR-DEAV-FLOW,UN,Becki Saari,,,,,,,,,
-133.034674097894,55.9696643021553,40772,3332,T0527,T2_3,E00002000,2003F,2000,1997,2003,,Y,N,BARE,CON1,15,SOAR-DEAV-FLOW,UN,Becki Saari,,,,,,,,,
-133.027170587112,55.9697470682372,40773,3333,T0528,T2_3,E00002000,2002F,2000,1997,2002,,N,N,BARE,CON1,20,SOAR-DEAV-FLOW,UN,Becki Saari,,,,,,,,,
-134.176144679782,56.094038380947,40774,1904,P0511,P02,E00001967,1998P,1967,1948,1985,N,N,N,BARE,ALRU2,50,SOAR-DEAV-FLOW,UN,Pam Frone,,,,,,,,,0511
-134.160895802188,56.0573214345175,40775,1905,P0512,P02,E00001967,1998P,1967,1948,1985,N,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,Pam Frone,,,,,,,,,0512
-134.147892477025,56.0490350744841,40776,1906,P0513,P02,E000-1948,1998P,-1948,,1948,N,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,Pam Frone,,,,,,,,,0513
-134.197375707622,56.0610447941869,40777,1957,P0565,FSL1,E000-1948,1998P,-1948,,1948,N,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,Pam Frone,,,,,,,,,0565
-134.193243808971,56.0605444307915,40778,1958,P0566,FSL1,E000-1948,1998P,-1948,,1948,N,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,CO,Pam Frone,,,,,,,,,0566
-134.224512933517,56.0828980900318,40779,1959,P0567,P02,E00001967,1998P,1967,1948,1985,N,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,Pam Frone,,,,,,,,,0567
-134.22502789926,56.0800782399849,40780,1960,P0568,P02,E000-1948,1998P,-1948,,1948,N,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,Pam Frone,,,,,,,,,0568
-134.216126854581,56.0848662872303,40781,1961,P0569,P02,E000-1948,1998P,-1948,,1948,N,N,N,BATR,ALRU2,100,SOAR-DEAV-FLOW,CO,Pam Frone,,,,,,,,,0569
-134.215004033544,56.0871827153704,40782,1962,P0570,P02,E000-1948,1998P,-1948,,1948,N,N,N,BARE,ALRU2,40,SOAR-DEAV-FLOW,UN,Pam Frone,,,,,,,,,0570
-132.861310894824,55.9171692854365,40783,2806,T0001,TNB1,E00001982,2006P,1982,1979,1985,,N,N,BATR,CON1,100,SOAR-DEAV-FLOW,AL,Dennis Landwehr,,,,,,18,,,0001
-132.841867578495,55.9452199400881,40784,2807,T0002,TNB1,E000-1948,2008P,-1948,,1948,,N,Y,BATR,PISI,100,SOAR-DEAV-FLOW,AL,Dennis Landwehr,,,,,,10,,,0002
-132.841416392813,55.941650840172,40785,2808,T0003,TNB1,E000-1948,2008P,-1948,,1948,,N,Y,BATR,PISI,100,SOAR-DEAV-FLOW,AL,Dennis Landwehr,,,,,,11,,,0003
-132.84417174578,55.9058826839634,40786,2809,T0004,TNB1,E000-1948,2006P,-1948,,1948,,N,Y,BATR,ALRU2,100,SOAR-DEAV-FLOW,AL,Dennis Landwehr,,,,,,14,,,0004
